generateData.js 1 1536 1557633460090 1557633461029 939 1557633461839 1557633462250 411 134 113 164 1536
createDat.js 4 1536 1557633461038 1557633461638 600 1557633462443 1557633462804 361 119 108 134 1536
createDat.js 2 1536 1557633461035 1557633461639 604 1557633462342 1557633462712 370 131 113 126 1536
createDat.js 3 1536 1557633461037 1557633461640 603 1557633462377 1557633462747 370 110 141 119 1536
ellipsoids-openmp 14 1536 1557633461648 1557633465074 3426 1557633462986 1557633466103 3117 120 2783 214 1536
ellipsoids-openmp 8 1536 1557633461653 1557633465936 4283 1557633464124 1557633467148 3024 115 2730 179 1536
ellipsoids-openmp 7 1536 1557633461653 1557633465964 4311 1557633464035 1557633467113 3078 120 2765 193 1536
ellipsoids-openmp 13 1536 1557633461648 1557633466020 4372 1557633464143 1557633467275 3132 106 2835 191 1536
ellipsoids-openmp 6 1536 1557633461649 1557633466062 4413 1557633464154 1557633467297 3143 117 2846 180 1536
mean-pack-ell 18 1536 1557633466068 1557633467687 1619 1557633468554 1557633468853 299 178 2 119 1536
createDat.js 5 1536 1557633461040 1557633468792 7752 1557633469672 1557633470025 353 113 111 129 1536
ellipsoids-openmp 9 1536 1557633461657 1557633471980 10323 1557633470200 1557633473157 2957 122 2652 183 1536
ellipsoids-openmp 10 1536 1557633461655 1557633471983 10328 1557633470145 1557633473185 3040 110 2739 191 1536
ellipsoids-openmp 15 1536 1557633468800 1557633471984 3184 1557633470282 1557633473225 2943 110 2629 204 1536
ellipsoids-openmp 11 1536 1557633461656 1557633471988 10332 1557633470182 1557633473242 3060 118 2724 218 1536
ellipsoids-openmp 17 1536 1557633468804 1557633471994 3190 1557633470217 1557633473180 2963 125 2642 196 1536
ellipsoids-openmp 16 1536 1557633468803 1557633472036 3233 1557633470170 1557633473210 3040 167 2682 191 1536
ellipsoids-openmp 12 1536 1557633461648 1557633472237 10589 1557633470097 1557633473386 3289 124 2923 242 1536
mean-pack-ell 19 1536 1557633471996 1557633472469 473 1557633473366 1557633473643 277 155 2 120 1536
mean-pack-ell 21 1536 1557633472042 1557633472531 489 1557633473399 1557633473707 308 166 20 122 1536
mean-pack-ell 20 1536 1557633472243 1557633472806 563 1557633473590 1557633473878 288 167 4 117 1536
summary.js 22 1536 1557633472812 1557633473619 807 1557633474153 1557633474532 379 126 115 138 1536
