task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 19 256 3065 21492 18427 3527 21417 17890 150 17425 315 256
ellipsoids-openmp 62 256 3253 21514 18261 3614 21321 17707 170 17269 268 256
ellipsoids-openmp 55 256 3251 21522 18271 3622 21442 17820 182 17310 328 256
ellipsoids-openmp 47 256 3244 21528 18284 3604 21446 17842 154 17429 259 256
ellipsoids-openmp 23 256 3066 21530 18464 3508 21434 17926 171 17455 300 256
ellipsoids-openmp 21 256 3065 21545 18480 3491 21431 17940 180 17461 299 256
ellipsoids-openmp 18 256 3064 21581 18517 3480 21475 17995 192 17486 317 256
ellipsoids-openmp 60 256 3252 21606 18354 3627 21508 17881 165 17435 281 256
ellipsoids-openmp 11 256 3061 21651 18590 3512 21597 18085 201 17518 366 256
ellipsoids-openmp 48 256 3248 21666 18418 3538 21512 17974 201 17456 317 256
ellipsoids-openmp 10 256 3061 21702 18641 3578 21698 18120 168 17633 319 256
ellipsoids-openmp 54 256 3250 21706 18456 3609 21615 18006 154 17525 327 256
ellipsoids-openmp 8 256 3083 21717 18634 3569 21677 18108 179 17636 293 256
ellipsoids-openmp 58 256 3252 21730 18478 3597 21615 18018 217 17501 300 256
ellipsoids-openmp 20 256 3065 21759 18694 3499 21657 18158 217 17624 317 256
ellipsoids-openmp 65 256 3269 21778 18509 3607 21656 18049 213 17507 329 256
ellipsoids-openmp 63 256 3266 21781 18515 3596 21661 18065 187 17560 318 256
ellipsoids-openmp 12 256 3062 21812 18750 3508 21755 18247 149 17824 274 256
ellipsoids-openmp 7 256 3067 21818 18751 3631 21705 18074 111 17676 287 256
ellipsoids-openmp 46 256 3243 21887 18644 3620 21788 18168 165 17693 310 256
ellipsoids-openmp 53 256 3250 21919 18669 3589 21796 18207 200 17720 287 256
ellipsoids-openmp 57 256 3251 21967 18716 3603 21865 18262 167 17792 303 256
ellipsoids-openmp 61 256 3253 22099 18846 3584 21959 18375 149 17949 277 256
ellipsoids-openmp 49 256 3248 22259 19011 3587 22147 18560 166 18085 309 256
ellipsoids-openmp 59 256 3252 22351 19099 3632 22258 18626 204 18114 308 256
ellipsoids-openmp 51 256 3249 22429 19180 3622 22352 18730 173 18253 304 256
ellipsoids-openmp 15 256 3063 23020 19957 3570 22779 19209 203 18474 532 256
mean-pack-ell 87 256 21274 23052 1778 21411 23005 1594 1295 143 156 256
mean-pack-ell 89 256 21488 23591 2103 21531 23310 1779 1464 160 155 256
mean-pack-ell 88 256 22438 24379 1941 22544 24302 1758 1444 162 152 256
mean-pack-ell 86 256 23024 24402 1378 23159 24354 1195 948 39 208 256
summary.js 90 256 24407 26049 1642 24591 25907 1316 240 837 239 256
generateData.js 1 256 0 1460 1460 170 1284 1114 178 793 143 256
createDat.js 2 256 1465 2747 1282 1597 2678 1081 117 808 156 256
createDat.js 4 256 1470 3235 1765 1725 2954 1229 183 862 184 256
createDat.js 5 256 1472 3236 1764 1849 3082 1233 181 851 201 256
createDat.js 3 256 1466 3237 1771 1803 3057 1254 219 880 155 256
ellipsoids-openmp 69 256 3304 20212 16908 3823 20027 16204 197 15786 221 256
ellipsoids-openmp 70 256 3305 20215 16910 3767 20074 16307 116 15934 257 256
ellipsoids-openmp 33 256 3319 20329 17010 3829 20213 16384 124 16010 250 256
ellipsoids-openmp 35 256 3320 20336 17016 3872 20261 16389 198 15906 285 256
ellipsoids-openmp 34 256 3319 20370 17051 3883 20262 16379 198 15880 301 256
ellipsoids-openmp 37 256 3320 20404 17084 3841 20290 16449 202 15948 299 256
ellipsoids-openmp 78 256 3311 20432 17121 3817 20331 16514 286 15899 329 256
ellipsoids-openmp 77 256 3310 20445 17135 3790 20313 16523 189 16015 319 256
ellipsoids-openmp 13 256 2759 20452 17693 3211 20376 17165 169 16731 265 256
ellipsoids-openmp 42 256 3322 20461 17139 3853 20358 16505 127 16076 302 256
ellipsoids-openmp 72 256 3307 20485 17178 3849 20426 16577 169 16132 276 256
ellipsoids-openmp 84 256 3316 20818 17502 3846 20547 16701 186 16175 340 256
ellipsoids-openmp 59 256 3275 20819 17544 3564 20545 16981 141 16542 298 256
ellipsoids-openmp 32 256 3319 20826 17507 3902 20588 16686 135 16206 345 256
ellipsoids-openmp 85 256 3316 20827 17511 3854 20611 16757 157 16283 317 256
ellipsoids-openmp 44 256 3322 20828 17506 3872 20648 16776 194 16241 341 256
ellipsoids-openmp 28 256 3317 20830 17513 3854 20693 16839 239 16261 339 256
ellipsoids-openmp 75 256 3309 20831 17522 3818 20677 16859 128 16410 321 256
ellipsoids-openmp 39 256 3321 20831 17510 3882 20707 16825 165 16384 276 256
ellipsoids-openmp 49 256 3258 20833 17575 3525 20684 17159 182 16717 260 256
ellipsoids-openmp 9 256 2784 20834 18050 3173 20715 17542 197 17070 275 256
ellipsoids-openmp 25 256 2777 20847 18070 3180 20712 17532 162 17038 332 256
ellipsoids-openmp 41 256 3321 20852 17531 3861 20746 16885 133 16486 266 256
ellipsoids-openmp 73 256 3308 20852 17544 3818 20767 16949 136 16524 289 256
ellipsoids-openmp 79 256 3312 20854 17542 3854 20749 16895 196 16363 336 256
ellipsoids-openmp 66 256 3302 20865 17563 3809 20777 16968 179 16484 305 256
ellipsoids-openmp 80 256 3313 20894 17581 3798 20773 16975 155 16543 277 256
ellipsoids-openmp 56 256 3273 20905 17632 3825 20849 17024 125 16607 292 256
ellipsoids-openmp 29 256 3317 20913 17596 3878 20786 16908 156 16443 309 256
ellipsoids-openmp 31 256 3318 20916 17598 3862 20837 16975 152 16547 276 256
ellipsoids-openmp 83 256 3315 20922 17607 3851 20851 17000 134 16556 310 256
ellipsoids-openmp 57 256 3274 20940 17666 3787 20845 17058 175 16591 292 256
ellipsoids-openmp 26 256 3316 20965 17649 3916 20897 16981 166 16495 320 256
ellipsoids-openmp 22 256 2776 20970 18194 3196 20927 17731 189 17289 253 256
ellipsoids-openmp 51 256 3271 20986 17715 3794 20910 17116 175 16638 303 256
ellipsoids-openmp 74 256 3308 20995 17687 3756 20840 17084 223 16590 271 256
ellipsoids-openmp 43 256 3322 21045 17723 3886 20973 17087 212 16544 331 256
ellipsoids-openmp 38 256 3320 21092 17772 3882 21004 17122 114 16752 256 256
ellipsoids-openmp 40 256 3321 21094 17773 3888 21023 17135 189 16682 264 256
ellipsoids-openmp 68 256 3304 21099 17795 3939 21019 17080 196 16600 284 256
ellipsoids-openmp 30 256 3318 21133 17815 3858 21015 17157 208 16691 258 256
ellipsoids-openmp 48 256 3258 21149 17891 3788 21065 17277 130 16882 265 256
ellipsoids-openmp 45 256 3362 21183 17821 3920 21137 17217 177 16651 389 256
ellipsoids-openmp 82 256 3314 21188 17874 3794 21057 17263 167 16813 283 256
ellipsoids-openmp 23 256 2777 21190 18413 3151 21087 17936 203 17479 254 256
ellipsoids-openmp 58 256 3274 21215 17941 3813 21144 17331 218 16805 308 256
ellipsoids-openmp 63 256 3279 21236 17957 3829 21121 17292 190 16767 335 256
ellipsoids-openmp 60 256 3276 21236 17960 3968 21187 17219 236 16648 335 256
ellipsoids-openmp 8 256 2778 21237 18459 3260 21235 17975 166 17526 283 256
ellipsoids-openmp 71 256 3306 21249 17943 3838 21171 17333 219 16859 255 256
ellipsoids-openmp 54 256 3272 21275 18003 3805 21204 17399 248 16881 270 256
ellipsoids-openmp 7 256 2778 21291 18513 3216 21250 18034 147 17554 333 256
ellipsoids-openmp 81 256 3314 21293 17979 3823 21193 17370 203 16880 287 256
ellipsoids-openmp 76 256 3310 21314 18004 3897 21239 17342 166 16833 343 256
ellipsoids-openmp 21 256 2763 21319 18556 3191 21223 18032 171 17569 292 256
ellipsoids-openmp 36 256 3320 21328 18008 3827 21211 17384 140 16980 264 256
ellipsoids-openmp 65 256 3281 21358 18077 3883 21284 17401 146 16934 321 256
ellipsoids-openmp 27 256 3317 21394 18077 3808 21265 17457 195 16980 282 256
ellipsoids-openmp 16 256 2760 21426 18666 3091 21286 18195 204 17680 311 256
ellipsoids-openmp 15 256 2760 21499 18739 3117 21387 18270 122 17832 316 256
ellipsoids-openmp 50 256 3270 21523 18253 3924 21450 17526 139 17112 275 256
ellipsoids-openmp 24 256 2777 21529 18752 3383 21476 18093 147 17613 333 256
ellipsoids-openmp 10 256 2758 21530 18772 2940 21476 18536 128 18072 336 256
ellipsoids-openmp 61 256 3276 21585 18309 3811 21507 17696 195 17250 251 256
ellipsoids-openmp 67 256 3303 21616 18313 3843 21513 17670 148 17112 410 256
ellipsoids-openmp 62 256 3279 21626 18347 3822 21504 17682 167 17131 384 256
ellipsoids-openmp 6 256 2778 21654 18876 3141 21475 18334 178 17869 287 256
ellipsoids-openmp 64 256 3280 21661 18381 3837 21556 17719 169 17230 320 256
ellipsoids-openmp 47 256 3257 21689 18432 3521 21592 18071 198 17520 353 256
ellipsoids-openmp 52 256 3271 21703 18432 3839 21586 17747 164 17215 368 256
ellipsoids-openmp 46 256 3257 21739 18482 3511 21635 18124 146 17634 344 256
ellipsoids-openmp 55 256 3273 21748 18475 3724 21587 17863 257 17287 319 256
ellipsoids-openmp 53 256 3271 21795 18524 3785 21701 17916 185 17400 331 256
ellipsoids-openmp 19 256 2762 21869 19107 3176 21749 18573 168 18153 252 256
ellipsoids-openmp 17 256 2761 21936 19175 3163 21805 18642 169 18191 282 256
ellipsoids-openmp 11 256 2759 22011 19252 2945 21910 18965 163 18495 307 256
ellipsoids-openmp 12 256 2759 22016 19257 3145 21941 18796 132 18364 300 256
ellipsoids-openmp 14 256 2760 22362 19602 3188 22241 19053 152 18600 301 256
ellipsoids-openmp 18 256 2761 22398 19637 3076 22240 19164 152 18721 291 256
ellipsoids-openmp 20 256 2763 22828 20065 3135 22730 19595 1379 17882 334 256
mean-pack-ell 87 256 21400 23285 1885 21522 22955 1433 1153 123 157 256
mean-pack-ell 89 256 21620 23410 1790 21717 23316 1599 1317 136 146 256
mean-pack-ell 88 256 21804 23563 1759 21861 23439 1578 1241 143 194 256
mean-pack-ell 86 256 22837 24717 1880 22925 24589 1664 1352 159 153 256
summary.js 90 256 24726 26356 1630 24812 26158 1346 303 882 161 256
generateData.js 1 256 0 1737 1737 368 1561 1193 225 794 174 256
createDat.js 3 256 1746 3262 1516 1825 2951 1126 121 800 205 256
createDat.js 2 256 1743 3263 1520 1803 3044 1241 196 834 211 256
createDat.js 5 256 1749 3280 1531 2084 3194 1110 161 782 167 256
createDat.js 4 256 1746 3384 1638 2081 3286 1205 198 822 185 256
ellipsoids-openmp 47 256 3397 20817 17420 3890 20379 16489 189 15971 329 256
ellipsoids-openmp 43 256 3294 20817 17523 3544 20414 16870 132 16490 248 256
ellipsoids-openmp 78 256 3361 20818 17457 3839 20528 16689 207 16182 300 256
ellipsoids-openmp 41 256 3293 20819 17526 3803 20628 16825 110 16457 258 256
ellipsoids-openmp 83 256 3362 20820 17458 3889 20639 16750 240 16217 293 256
ellipsoids-openmp 30 256 3288 20822 17534 3707 20700 16993 179 16540 274 256
ellipsoids-openmp 75 256 3360 20856 17496 3989 20780 16791 149 16452 190 256
ellipsoids-openmp 27 256 3287 20859 17572 3501 20764 17263 139 16820 304 256
ellipsoids-openmp 74 256 3359 20926 17567 3875 20844 16969 158 16524 287 256
ellipsoids-openmp 42 256 3294 20928 17634 3785 20859 17074 186 16614 274 256
ellipsoids-openmp 32 256 3289 20955 17666 3671 20796 17125 205 16661 259 256
ellipsoids-openmp 44 256 3294 20963 17669 3534 20863 17329 140 16932 257 256
ellipsoids-openmp 82 256 3362 20995 17633 3876 20881 17005 136 16610 259 256
ellipsoids-openmp 15 256 3320 20996 17676 3816 20853 17037 138 16503 396 256
ellipsoids-openmp 81 256 3362 21025 17663 3885 20943 17058 183 16600 275 256
ellipsoids-openmp 36 256 3291 21045 17754 3737 20922 17185 214 16678 293 256
ellipsoids-openmp 66 256 3357 21126 17769 3929 21026 17097 160 16620 317 256
ellipsoids-openmp 34 256 3290 21134 17844 3731 20995 17264 243 16672 349 256
ellipsoids-openmp 59 256 3401 21135 17734 3879 21013 17134 179 16673 282 256
ellipsoids-openmp 73 256 3359 21136 17777 3867 21032 17165 197 16660 308 256
ellipsoids-openmp 39 256 3292 21157 17865 3797 21089 17292 199 16817 276 256
ellipsoids-openmp 12 256 3319 21160 17841 3796 21072 17276 184 16814 278 256
ellipsoids-openmp 68 256 3358 21165 17807 3867 21087 17220 185 16773 262 256
ellipsoids-openmp 76 256 3360 21194 17834 3987 21122 17135 149 16691 295 256
ellipsoids-openmp 40 256 3293 21251 17958 3727 21140 17413 263 16848 302 256
ellipsoids-openmp 24 256 3327 21264 17937 3779 21157 17378 228 16809 341 256
ellipsoids-openmp 29 256 3287 21300 18013 3748 21225 17477 186 16997 294 256
ellipsoids-openmp 50 256 3398 21303 17905 3955 21164 17209 206 16645 358 256
ellipsoids-openmp 37 256 3291 21304 18013 3732 21200 17468 207 16950 311 256
ellipsoids-openmp 58 256 3401 21322 17921 3960 21263 17303 184 16855 264 256
ellipsoids-openmp 26 256 3286 21330 18044 3791 21293 17502 238 17001 263 256
ellipsoids-openmp 64 256 3403 21332 17929 3889 21233 17344 202 16822 320 256
ellipsoids-openmp 38 256 3292 21337 18045 3740 21229 17489 258 16975 256 256
ellipsoids-openmp 61 256 3402 21455 18053 4019 21288 17269 209 16769 291 256
ellipsoids-openmp 35 256 3290 21456 18166 3720 21260 17540 189 17041 310 256
ellipsoids-openmp 46 256 3397 21456 18059 3888 21322 17434 164 16929 341 256
ellipsoids-openmp 67 256 3357 21457 18100 3879 21344 17465 183 17050 232 256
ellipsoids-openmp 18 256 3322 21457 18135 3798 21348 17550 179 17088 283 256
ellipsoids-openmp 45 256 3311 21457 18146 3507 21301 17794 115 16610 1069 256
ellipsoids-openmp 84 256 3363 21463 18100 3847 21343 17496 202 17001 293 256
ellipsoids-openmp 60 256 3401 21466 18065 3887 21372 17485 171 17038 276 256
ellipsoids-openmp 77 256 3360 21468 18108 3864 21364 17500 230 17007 263 256
ellipsoids-openmp 85 256 3378 21482 18104 3928 21394 17466 208 16970 288 256
ellipsoids-openmp 79 256 3361 21506 18145 3914 21435 17521 234 16943 344 256
ellipsoids-openmp 80 256 3361 21531 18170 3870 21423 17553 194 17045 314 256
ellipsoids-openmp 55 256 3400 21542 18142 3853 21415 17562 171 17060 331 256
ellipsoids-openmp 6 256 3328 21543 18215 3762 21415 17653 177 17205 271 256
ellipsoids-openmp 13 256 3319 21556 18237 3854 21427 17573 173 17106 294 256
ellipsoids-openmp 54 256 3399 21596 18197 3965 21492 17527 158 17103 266 256
ellipsoids-openmp 8 256 3329 21620 18291 3843 21519 17676 170 17270 236 256
ellipsoids-openmp 69 256 3358 21628 18270 3864 21543 17679 173 17181 325 256
ellipsoids-openmp 25 256 3328 21645 18317 3846 21597 17751 164 17328 259 256
ellipsoids-openmp 57 256 3400 21652 18252 4013 21538 17525 140 17060 325 256
ellipsoids-openmp 23 256 3324 21658 18334 3818 21591 17773 188 17340 245 256
ellipsoids-openmp 21 256 3323 21669 18346 3806 21594 17788 165 17355 268 256
ellipsoids-openmp 62 256 3402 21676 18274 3909 21600 17691 170 17222 299 256
ellipsoids-openmp 20 256 3323 21680 18357 3843 21638 17795 219 17300 276 256
ellipsoids-openmp 65 256 3417 21697 18280 3881 21581 17700 146 17213 341 256
ellipsoids-openmp 22 256 3323 21714 18391 3808 21642 17834 184 17352 298 256
ellipsoids-openmp 10 256 3313 21742 18429 3801 21612 17811 150 17310 351 256
