task id resource start end time downloaded executed uploaded type
mProjectPP 73 1536 120 1613 1493 292 775 426 1536
mProjectPP 6 1536 63 1584 1521 338 746 437 1536
mProjectPP 87 1536 114 1644 1530 320 792 418 1536
mProjectPP 36 1536 118 1654 1536 290 773 473 1536
mProjectPP 39 1536 78 1601 1523 331 728 464 1536
mProjectPP 65 1536 70 1600 1530 327 719 484 1536
mProjectPP 5 1536 110 1653 1543 313 778 452 1536
mProjectPP 51 1536 90 1664 1574 332 768 474 1536
mProjectPP 92 1536 27 1604 1577 300 779 498 1536
mProjectPP 97 1536 54 1665 1611 353 746 512 1536
mProjectPP 47 1536 0 1688 1688 283 784 621 1536
mProjectPP 10 1536 39 1670 1631 308 782 541 1536
mProjectPP 62 1536 75 1753 1678 315 775 588 1536
mProjectPP 68 1536 104 1801 1697 374 785 538 1536
mProjectPP 89 1536 106 1645 1539 311 767 461 1536
mProjectPP 88 1536 105 1869 1764 302 737 725 1536
mProjectPP 34 1536 53 1994 1941 609 753 579 1536
mProjectPP 22 1536 500 2026 1526 425 640 461 1536
mProjectPP 79 1536 103 2130 2027 653 776 598 1536
mProjectPP 100 1536 647 2141 1494 417 659 418 1536
mProjectPP 69 1536 565 2167 1602 396 765 441 1536
mProjectPP 93 1536 527 2173 1646 503 640 503 1536
mProjectPP 99 1536 552 2188 1636 431 772 433 1536
mProjectPP 42 1536 558 2189 1631 418 771 442 1536
mProjectPP 35 1536 589 2244 1655 457 768 430 1536
mProjectPP 2 1536 613 2229 1616 405 784 427 1536
mProjectPP 95 1536 534 2197 1663 447 778 438 1536
mProjectPP 32 1536 595 2254 1659 446 779 434 1536
mProjectPP 80 1536 806 2316 1510 475 634 401 1536
mProjectPP 37 1536 617 2236 1619 432 770 417 1536
mProjectPP 4 1536 586 2272 1686 441 802 443 1536
mProjectPP 75 1536 603 2266 1663 430 764 469 1536
mProjectPP 9 1536 550 2250 1700 461 788 451 1536
mProjectPP 83 1536 485 2225 1740 483 791 466 1536
mProjectPP 12 1536 674 2292 1618 406 766 446 1536
mProjectPP 66 1536 651 2277 1626 413 784 429 1536
mProjectPP 25 1536 584 2291 1707 432 802 473 1536
mProjectPP 14 1536 731 2335 1604 421 778 405 1536
mProjectPP 13 1536 587 2336 1749 526 761 462 1536
mProjectPP 96 1536 520 2271 1751 441 647 663 1536
mProjectPP 7 1536 562 2321 1759 452 870 437 1536
mProjectPP 1 1536 662 2379 1717 498 767 452 1536
mProjectPP 8 1536 682 2405 1723 437 783 503 1536
mProjectPP 31 1536 650 2361 1711 421 788 502 1536
mProjectPP 29 1536 654 2362 1708 445 769 494 1536
mProjectPP 21 1536 624 2371 1747 505 762 480 1536
mProjectPP 19 1536 696 2401 1705 436 766 503 1536
mProjectPP 18 1536 628 2337 1709 509 769 431 1536
mProjectPP 45 1536 592 2335 1743 538 774 431 1536
mProjectPP 48 1536 614 2350 1736 506 771 459 1536
mProjectPP 11 1536 449 2318 1869 452 780 637 1536
mProjectPP 55 1536 746 2390 1644 432 775 437 1536
mProjectPP 43 1536 835 2490 1655 471 774 410 1536
mProjectPP 72 1536 918 2418 1500 402 646 452 1536
mProjectPP 76 1536 902 2426 1524 421 653 450 1536
mProjectPP 50 1536 685 2466 1781 498 789 494 1536
mProjectPP 44 1536 703 2466 1763 458 781 524 1536
mProjectPP 74 1536 711 2492 1781 401 779 601 1536
mProjectPP 82 1536 722 2475 1753 535 795 423 1536
mProjectPP 91 1536 721 2506 1785 550 770 465 1536
mProjectPP 24 1536 843 2525 1682 498 770 414 1536
mProjectPP 49 1536 851 2554 1703 489 796 418 1536
mProjectPP 56 1536 867 2576 1709 433 784 492 1536
mProjectPP 70 1536 809 2594 1785 555 773 457 1536
mProjectPP 52 1536 873 2591 1718 418 773 527 1536
mProjectPP 23 1536 648 2590 1942 741 791 410 1536
mDiffFit 353 1536 1840 2632 792 421 108 263 1536
mProjectPP 27 1536 609 2612 2003 786 768 449 1536
mDiffFit 123 1536 1842 2612 770 381 124 265 1536
mDiffFit 348 1536 1955 2671 716 446 48 222 1536
mDiffFit 283 1536 1866 2627 761 426 94 241 1536
mDiffFit 342 1536 1836 2650 814 420 104 290 1536
mDiffFit 235 1536 1809 2651 842 466 140 236 1536
mProjectPP 20 1536 876 2726 1850 430 785 635 1536
mDiffFit 359 1536 1886 2730 844 424 127 293 1536
mDiffFit 239 1536 1979 2801 822 470 88 264 1536
mProjectPP 67 1536 684 2752 2068 800 790 478 1536
mProjectPP 3 1536 685 2794 2109 847 769 493 1536
mDiffFit 211 1536 1819 2947 1128 779 87 262 1536
mDiffFit 196 1536 2261 3090 829 459 112 258 1536
mDiffFit 284 1536 2341 3138 797 494 82 221 1536
mDiffFit 345 1536 2324 3240 916 473 116 327 1536
mDiffFit 336 1536 1970 3160 1190 757 86 347 1536
mDiffFit 221 1536 2415 3220 805 432 116 257 1536
mDiffFit 347 1536 2397 3226 829 435 110 284 1536
mDiffFit 309 1536 2310 3268 958 472 133 353 1536
mDiffFit 356 1536 2344 3187 843 433 114 296 1536
mDiffFit 324 1536 2287 3257 970 521 140 309 1536
mDiffFit 199 1536 2465 3294 829 489 92 248 1536
mDiffFit 108 1536 2434 3247 813 484 86 243 1536
mDiffFit 170 1536 2427 3270 843 469 86 288 1536
mDiffFit 351 1536 2418 3262 844 433 130 281 1536
mDiffFit 119 1536 2510 3325 815 469 92 254 1536
mDiffFit 325 1536 2482 3339 857 440 124 293 1536
mDiffFit 357 1536 2510 3396 886 465 138 283 1536
mDiffFit 183 1536 2643 3353 710 364 81 265 1536
mDiffFit 294 1536 2489 3336 847 478 113 256 1536
mDiffFit 220 1536 2447 3389 942 507 121 314 1536
mDiffFit 137 1536 2482 3354 872 465 114 293 1536
mDiffFit 355 1536 2445 3369 924 467 155 302 1536
mDiffFit 150 1536 2617 3429 812 478 100 234 1536
mDiffFit 238 1536 2584 3416 832 467 111 254 1536
mDiffFit 247 1536 2600 3437 837 490 113 234 1536
mDiffFit 332 1536 2546 3427 881 475 125 281 1536
mDiffFit 291 1536 2585 3451 866 475 117 274 1536
mDiffFit 200 1536 2508 3477 969 512 141 316 1536
mDiffFit 152 1536 2654 3496 842 492 96 254 1536
mDiffFit 128 1536 2748 3539 791 382 111 298 1536
mDiffFit 361 1536 2645 3460 815 404 98 313 1536
mDiffFit 126 1536 2618 3496 878 592 56 230 1536
mDiffFit 314 1536 2484 3511 1027 526 119 382 1536
mDiffFit 110 1536 2629 3508 879 492 110 277 1536
mDiffFit 124 1536 2845 3529 684 333 98 253 1536
mDiffFit 130 1536 2737 3569 832 491 111 230 1536
mDiffFit 154 1536 2824 3569 745 427 59 259 1536
mDiffFit 146 1536 2602 3492 890 460 141 289 1536
mDiffFit 344 1536 2416 3538 1122 498 254 370 1536
mDiffFit 121 1536 2599 3521 922 480 142 300 1536
mDiffFit 122 1536 2858 3569 711 391 96 224 1536
mDiffFit 136 1536 2788 3554 766 455 103 208 1536
mDiffFit 103 1536 2748 3557 809 465 86 258 1536
mDiffFit 155 1536 2784 3606 822 462 124 236 1536
mDiffFit 228 1536 2826 3585 759 456 64 239 1536
mDiffFit 192 1536 2824 3628 804 464 93 247 1536
mDiffFit 190 1536 2783 3589 806 426 88 292 1536
mDiffFit 168 1536 2776 3590 814 553 51 210 1536
mDiffFit 156 1536 2822 3651 829 439 127 263 1536
mDiffFit 350 1536 2346 3580 1234 561 276 397 1536
mDiffFit 102 1536 2800 3671 871 455 86 330 1536
mDiffFit 171 1536 2279 3611 1332 918 139 275 1536
mDiffFit 138 1536 2882 3679 797 456 88 253 1536
mDiffFit 317 1536 2845 3636 791 404 112 275 1536
mDiffFit 229 1536 2864 3668 804 458 104 242 1536
mDiffFit 109 1536 2736 3679 943 462 118 363 1536
mDiffFit 133 1536 2801 3651 850 454 116 280 1536
mDiffFit 106 1536 2780 3638 858 502 111 245 1536
mDiffFit 363 1536 2441 3690 1249 725 166 358 1536
mDiffFit 131 1536 2858 3687 829 404 110 315 1536
mDiffFit 105 1536 2816 3645 829 425 116 288 1536
mDiffFit 307 1536 2868 3719 851 437 110 304 1536
mDiffFit 315 1536 2514 3725 1211 842 82 287 1536
mDiffFit 292 1536 2957 3684 727 402 82 243 1536
mDiffFit 210 1536 2874 3749 875 457 111 307 1536
mDiffFit 118 1536 2475 3757 1282 906 81 295 1536
mDiffFit 362 1536 2372 3690 1318 964 97 257 1536
mDiffFit 132 1536 2777 3719 942 488 145 309 1536
mDiffFit 101 1536 2766 3724 958 539 138 281 1536
mDiffFit 147 1536 2600 3790 1190 776 119 295 1536
mDiffFit 354 1536 2665 3750 1085 666 113 306 1536
mDiffFit 360 1536 2326 3785 1459 863 246 350 1536
mDiffFit 164 1536 2788 3872 1084 422 288 374 1536
mDiffFit 160 1536 2708 3878 1170 784 106 280 1536
mDiffFit 141 1536 2792 4056 1264 928 75 261 1536
mDiffFit 297 1536 3358 4201 843 601 38 204 1536
mDiffFit 358 1536 2708 4255 1547 912 224 411 1536
mProjectPP 33 1536 2623 4177 1554 405 633 516 1536
mDiffFit 305 1536 3300 4260 960 589 110 261 1536
mDiffFit 225 1536 3342 4300 958 621 89 248 1536
mDiffFit 240 1536 3295 4253 958 647 94 217 1536
mDiffFit 165 1536 3412 4338 926 613 87 226 1536
mDiffFit 219 1536 3311 4288 977 631 92 254 1536
mProjectPP 85 1536 2674 4307 1633 407 766 460 1536
mDiffFit 313 1536 3252 4262 1010 663 101 246 1536
mProjectPP 77 1536 2662 4313 1651 414 780 457 1536
mDiffFit 175 1536 3354 4298 944 605 120 219 1536
mDiffFit 310 1536 3324 4344 1020 605 136 279 1536
mProjectPP 46 1536 2669 4341 1672 422 802 448 1536
mDiffFit 330 1536 3320 4323 1003 644 84 275 1536
mDiffFit 227 1536 2831 4362 1531 1231 80 220 1536
mProjectPP 54 1536 2657 4305 1648 454 778 416 1536
mDiffFit 244 1536 3343 4338 995 667 113 215 1536
mDiffFit 186 1536 3486 4442 956 630 104 222 1536
mDiffFit 260 1536 3356 4361 1005 582 112 311 1536
mDiffFit 242 1536 3286 4278 992 629 89 274 1536
mDiffFit 120 1536 3387 4340 953 627 82 244 1536
mDiffFit 180 1536 3354 4363 1009 646 84 279 1536
mDiffFit 205 1536 3309 4353 1044 610 142 292 1536
mProjectPP 30 1536 2683 4391 1708 413 794 501 1536
mDiffFit 293 1536 3384 4370 986 644 97 245 1536
mProjectPP 63 1536 2630 4345 1715 445 772 498 1536
mDiffFit 245 1536 3377 4381 1004 626 116 262 1536
mDiffFit 203 1536 3383 4426 1043 656 121 266 1536
mProjectPP 40 1536 2741 4425 1684 434 771 479 1536
mProjectPP 16 1536 2653 4320 1667 427 779 461 1536
mDiffFit 116 1536 3390 4381 991 582 119 290 1536
mDiffFit 329 1536 3321 4379 1058 711 90 257 1536
mDiffFit 161 1536 3408 4417 1009 652 110 247 1536
mDiffFit 326 1536 3323 4407 1084 612 187 285 1536
mProjectPP 59 1536 2687 4432 1745 480 757 508 1536
mDiffFit 134 1536 3389 4414 1025 621 123 281 1536
mDiffFit 226 1536 3290 4393 1103 663 108 332 1536
mDiffFit 144 1536 3390 4411 1021 664 106 251 1536
mDiffFit 114 1536 3401 4396 995 662 90 243 1536
mDiffFit 162 1536 3366 4415 1049 609 94 346 1536
mDiffFit 187 1536 3427 4468 1041 652 142 247 1536
mDiffFit 115 1536 3412 4439 1027 632 95 300 1536
mDiffFit 352 1536 3346 4420 1074 636 121 317 1536
mDiffFit 234 1536 3378 4447 1069 632 123 314 1536
mDiffFit 296 1536 3371 4442 1071 597 145 329 1536
mDiffFit 107 1536 3436 4456 1020 671 124 225 1536
mDiffFit 349 1536 3160 4266 1106 604 158 344 1536
mDiffFit 236 1536 3406 4495 1089 667 126 296 1536
mProjectPP 57 1536 2485 4477 1992 744 776 472 1536
mDiffFit 113 1536 3364 4432 1068 654 118 296 1536
mProjectPP 41 1536 2672 4455 1783 471 796 516 1536
mDiffFit 306 1536 3350 4511 1161 553 274 334 1536
mProjectPP 86 1536 2719 4530 1811 531 663 617 1536
mDiffFit 224 1536 3313 4543 1230 658 87 485 1536
mDiffFit 346 1536 3577 4502 925 609 79 237 1536
mDiffFit 176 1536 3397 4569 1172 623 134 415 1536
mProjectPP 64 1536 2939 4584 1645 418 766 461 1536
mDiffFit 246 1536 3584 4551 967 658 83 226 1536
mDiffFit 312 1536 3686 4635 949 600 109 240 1536
mDiffFit 299 1536 3351 4649 1298 894 104 300 1536
mProjectPP 28 1536 2882 4627 1745 478 777 490 1536
mDiffFit 222 1536 3345 4651 1306 980 79 247 1536
mProjectPP 71 1536 2842 4619 1777 484 780 513 1536
mProjectPP 60 1536 2890 4663 1773 419 804 550 1536
mProjectPP 53 1536 2450 4678 2228 416 753 1059 1536
mDiffFit 343 1536 3360 4648 1288 654 261 373 1536
mDiffFit 333 1536 3673 4696 1023 612 121 290 1536
mDiffFit 163 1536 3674 4728 1054 638 135 281 1536
mDiffFit 157 1536 3682 4722 1040 646 114 280 1536
mDiffFit 127 1536 3314 4690 1376 929 122 325 1536
mDiffFit 290 1536 3383 4738 1355 961 118 276 1536
mProjectPP 58 1536 2656 4737 2081 772 779 530 1536
mDiffFit 181 1536 3756 4779 1023 642 101 280 1536
mDiffFit 104 1536 3799 4806 1007 651 92 264 1536
mProjectPP 38 1536 3309 4815 1506 408 640 458 1536
mDiffFit 172 1536 3789 4806 1017 634 124 259 1536
mDiffFit 148 1536 3388 4871 1483 1169 81 233 1536
mDiffFit 173 1536 3881 4937 1056 648 114 294 1536
mProjectPP 17 1536 3339 5015 1676 410 760 506 1536
mProjectPP 78 1536 3339 5018 1679 514 757 408 1536
mDiffFit 241 1536 3419 5270 1851 1414 124 313 1536
mDiffFit 337 1536 4688 5328 640 411 57 172 1536
mDiffFit 237 1536 4655 5355 700 446 49 205 1536
mDiffFit 174 1536 4723 5380 657 370 73 214 1536
mDiffFit 318 1536 4660 5416 756 438 60 258 1536
mDiffFit 169 1536 4562 5362 800 406 93 301 1536
mDiffFit 185 1536 4691 5427 736 411 63 262 1536
mDiffFit 331 1536 4651 5435 784 422 106 256 1536
mDiffFit 149 1536 4661 5434 773 471 58 244 1536
mDiffFit 256 1536 4664 5435 771 440 82 249 1536
mDiffFit 230 1536 4606 5389 783 407 69 307 1536
mDiffFit 218 1536 4745 5461 716 445 58 213 1536
mDiffFit 194 1536 4624 5452 828 432 118 278 1536
mDiffFit 302 1536 4738 5414 676 391 69 216 1536
mDiffFit 243 1536 4631 5424 793 424 57 312 1536
mDiffFit 338 1536 4652 5466 814 442 74 298 1536
mDiffFit 319 1536 4657 5482 825 397 148 280 1536
mDiffFit 321 1536 4464 5281 817 417 120 280 1536
mDiffFit 214 1536 4673 5441 768 444 85 239 1536
mDiffFit 261 1536 4685 5415 730 373 61 296 1536
mDiffFit 264 1536 4634 5408 774 439 84 251 1536
mDiffFit 195 1536 4931 5491 560 354 44 162 1536
mDiffFit 232 1536 4637 5473 836 442 117 277 1536
mDiffFit 125 1536 4739 5495 756 407 66 283 1536
mDiffFit 289 1536 4742 5510 768 450 58 260 1536
mDiffFit 263 1536 4696 5491 795 478 53 264 1536
mDiffFit 273 1536 4717 5510 793 402 88 303 1536
mDiffFit 340 1536 4720 5487 767 419 86 262 1536
mDiffFit 204 1536 4827 5512 685 466 60 159 1536
mDiffFit 215 1536 4684 5486 802 469 90 243 1536
mDiffFit 209 1536 4756 5530 774 483 61 230 1536
mDiffFit 282 1536 4821 5607 786 417 98 271 1536
mDiffFit 188 1536 4759 5530 771 455 98 218 1536
mDiffFit 308 1536 4676 5553 877 520 88 269 1536
mDiffFit 286 1536 4777 5564 787 387 117 283 1536
mDiffFit 258 1536 4681 5520 839 489 109 241 1536
mDiffFit 208 1536 4732 5556 824 443 92 289 1536
mDiffFit 191 1536 4703 5552 849 455 124 270 1536
mDiffFit 295 1536 4683 5442 759 425 83 251 1536
mDiffFit 341 1536 4716 5513 797 420 94 283 1536
mDiffFit 111 1536 4697 5532 835 452 109 274 1536
mDiffFit 270 1536 4740 5584 844 460 88 296 1536
mDiffFit 217 1536 4700 5519 819 416 118 285 1536
mDiffFit 139 1536 4628 5482 854 490 116 248 1536
mDiffFit 117 1536 4716 5548 832 440 101 291 1536
mDiffFit 248 1536 4689 5547 858 470 64 324 1536
mDiffFit 272 1536 4669 5526 857 499 114 244 1536
mDiffFit 271 1536 4678 5540 862 433 101 328 1536
mDiffFit 288 1536 4729 5560 831 474 102 255 1536
mDiffFit 274 1536 4748 5520 772 375 91 306 1536
mDiffFit 129 1536 4682 5506 824 469 88 267 1536
mDiffFit 249 1536 4761 5539 778 442 84 252 1536
mDiffFit 328 1536 4700 5547 847 461 107 279 1536
mDiffFit 135 1536 4747 5598 851 433 114 304 1536
mDiffFit 276 1536 4760 5544 784 448 83 253 1536
mDiffFit 262 1536 4697 5581 884 461 118 305 1536
mDiffFit 213 1536 4677 5564 887 463 109 315 1536
mDiffFit 250 1536 4790 5605 815 472 60 283 1536
mDiffFit 233 1536 4667 5639 972 507 115 350 1536
mDiffFit 178 1536 4813 5638 825 485 80 260 1536
mDiffFit 268 1536 4860 5612 752 395 91 266 1536
mDiffFit 265 1536 4897 5667 770 475 84 211 1536
mDiffFit 179 1536 4564 5611 1047 713 77 257 1536
mDiffFit 223 1536 4670 5603 933 461 111 361 1536
mDiffFit 193 1536 4629 5676 1047 433 251 363 1536
mDiffFit 266 1536 4871 5641 770 350 61 359 1536
mDiffFit 253 1536 4750 5615 865 390 93 382 1536
mDiffFit 257 1536 4911 5691 780 404 117 259 1536
mDiffFit 339 1536 4699 5650 951 431 165 355 1536
mProjectPP 26 1536 2878 5690 2812 531 780 1501 1536
mDiffFit 254 1536 4832 5697 865 498 109 258 1536
mDiffFit 320 1536 4642 5694 1052 414 240 398 1536
mDiffFit 287 1536 4736 5688 952 673 68 211 1536
mDiffFit 206 1536 4939 5734 795 427 80 288 1536
mDiffFit 335 1536 4754 5705 951 360 222 369 1536
mDiffFit 311 1536 4656 5750 1094 791 71 232 1536
mDiffFit 167 1536 4627 5773 1146 769 130 247 1536
mDiffFit 143 1536 4719 5780 1061 650 110 301 1536
mDiffFit 207 1536 4896 5739 843 402 105 336 1536
mDiffFit 142 1536 4689 5786 1097 782 92 223 1536
mDiffFit 322 1536 5145 5814 669 390 50 229 1536
mDiffFit 216 1536 4721 5836 1115 824 68 223 1536
mDiffFit 267 1536 4907 5834 927 542 122 263 1536
mDiffFit 153 1536 5117 5806 689 405 70 214 1536
mDiffFit 300 1536 4822 5853 1031 410 261 360 1536
mDiffFit 259 1536 4643 5818 1175 851 81 243 1536
mDiffFit 112 1536 5095 5834 739 381 60 298 1536
mDiffFit 189 1536 4667 5818 1151 815 77 259 1536
mDiffFit 304 1536 5130 5870 740 368 87 285 1536
mDiffFit 158 1536 5211 5882 671 399 63 209 1536
mDiffFit 145 1536 4631 5831 1200 840 106 254 1536
mDiffFit 303 1536 4653 5881 1228 858 87 283 1536
mDiffFit 316 1536 5118 5877 759 419 72 268 1536
mDiffFit 255 1536 4637 5889 1252 850 128 274 1536
mDiffFit 212 1536 4729 5910 1181 813 86 282 1536
mDiffFit 151 1536 4696 5967 1271 959 60 252 1536
mDiffFit 334 1536 4624 5914 1290 866 139 285 1536
mDiffFit 285 1536 4670 5947 1277 764 109 404 1536
mDiffFit 140 1536 5118 6011 893 508 114 271 1536
mDiffFit 159 1536 5122 6032 910 484 127 299 1536
mDiffFit 275 1536 4707 5935 1228 916 67 245 1536
mDiffFit 252 1536 4922 6048 1126 351 87 688 1536
mDiffFit 182 1536 4748 6131 1383 969 96 318 1536
mDiffFit 298 1536 5065 6112 1047 419 263 365 1536
mDiffFit 323 1536 5145 6310 1165 778 81 306 1536
mDiffFit 202 1536 4957 6385 1428 838 247 343 1536
mDiffFit 269 1536 4816 6397 1581 1182 89 310 1536
mDiffFit 198 1536 4841 6454 1613 1333 52 228 1536
mDiffFit 184 1536 5842 6522 680 415 49 216 1536
mDiffFit 301 1536 5085 6459 1374 900 183 291 1536
mDiffFit 251 1536 4776 6528 1752 1382 92 278 1536
mDiffFit 166 1536 5821 6576 755 446 55 254 1536
mDiffFit 177 1536 5781 6562 781 421 95 265 1536
mDiffFit 327 1536 4625 6782 2157 1558 244 355 1536
mDiffFit 201 1536 4961 7007 2046 1564 108 374 1536
mDiffFit 197 1536 4972 7092 2120 1801 86 233 1536
mProjectPP 61 1536 10308 12044 1736 501 775 460 1536
mDiffFit 278 1536 12239 12936 697 397 86 214 1536
mDiffFit 281 1536 12184 12943 759 374 84 301 1536
mDiffFit 280 1536 12151 12923 772 428 102 242 1536
mDiffFit 231 1536 12198 12944 746 423 62 261 1536
mDiffFit 279 1536 12235 12995 760 397 87 276 1536
mDiffFit 277 1536 12190 12962 772 375 121 276 1536
mConcatFit 364 1536 13702 17011 3309 902 2215 192 1536
mBackground 369 1536 933007 933865 858 351 65 442 1536
mBackground 398 1536 933072 933866 794 350 60 384 1536
mBackground 368 1536 933055 933938 883 392 46 445 1536
mBackground 378 1536 933065 933937 872 390 48 434 1536
mBackground 374 1536 933021 933898 877 363 64 450 1536
mBackground 400 1536 933064 933904 840 376 63 401 1536
mBackground 387 1536 933058 933927 869 386 45 438 1536
mBackground 367 1536 933074 933945 871 375 76 420 1536
mBackground 390 1536 933121 933973 852 343 77 432 1536
mBackground 392 1536 932953 933893 940 422 40 478 1536
mBackground 375 1536 933076 933967 891 417 61 413 1536
mBackground 382 1536 933100 933991 891 359 69 463 1536
mBackground 380 1536 933069 934003 934 408 78 448 1536
mBackground 376 1536 932971 933949 978 438 61 479 1536
mBackground 401 1536 933086 933992 906 399 64 443 1536
mBackground 366 1536 933098 934009 911 397 88 426 1536
mBackground 386 1536 933058 933990 932 363 73 496 1536
mBackground 381 1536 933104 934024 920 381 90 449 1536
mBackground 399 1536 933124 934050 926 377 94 455 1536
mBackground 389 1536 933019 933948 929 383 94 452 1536
mBackground 384 1536 933128 934070 942 392 92 458 1536
mBackground 372 1536 933076 934038 962 381 95 486 1536
mBackground 397 1536 933041 934016 975 376 94 505 1536
mBackground 377 1536 933084 934064 980 378 61 541 1536
mBackground 391 1536 933081 934067 986 414 89 483 1536
mBackground 423 1536 933092 934062 970 425 91 454 1536
mBackground 388 1536 933154 934153 999 422 90 487 1536
mBackground 408 1536 933100 934073 973 366 90 517 1536
mBackground 396 1536 933064 934072 1008 437 90 481 1536
mBackground 373 1536 933053 934078 1025 412 69 544 1536
mBackground 385 1536 933197 934224 1027 434 93 500 1536
mBackground 383 1536 933114 934178 1064 482 79 503 1536
mBackground 393 1536 933071 934163 1092 360 92 640 1536
mBackground 420 1536 933093 934170 1077 564 102 411 1536
mBackground 370 1536 933014 934269 1255 664 51 540 1536
mBackground 395 1536 933060 934363 1303 753 85 465 1536
mBackground 428 1536 933569 934550 981 467 83 431 1536
mBackground 394 1536 933029 934523 1494 392 69 1033 1536
mBackground 410 1536 933445 934476 1031 496 85 450 1536
mBackground 455 1536 933665 934653 988 477 73 438 1536
mBackground 425 1536 933490 934561 1071 536 90 445 1536
mBackground 421 1536 933529 934584 1055 507 92 456 1536
mBackground 458 1536 933558 934611 1053 489 81 483 1536
mBackground 407 1536 933471 934557 1086 526 108 452 1536
mBackground 412 1536 933566 934667 1101 545 93 463 1536
mBackground 444 1536 933617 934686 1069 510 87 472 1536
mBackground 451 1536 933573 934609 1036 509 73 454 1536
mBackground 411 1536 933629 934737 1108 571 84 453 1536
mBackground 449 1536 933595 934659 1064 525 77 462 1536
mBackground 414 1536 933606 934665 1059 540 79 440 1536
mBackground 441 1536 933554 934626 1072 532 81 459 1536
mBackground 379 1536 933106 934706 1600 404 87 1109 1536
mBackground 459 1536 933565 934678 1113 548 67 498 1536
mBackground 447 1536 933575 934671 1096 510 79 507 1536
mBackground 434 1536 933628 934659 1031 522 78 431 1536
mBackground 403 1536 933614 934704 1090 544 71 475 1536
mBackground 426 1536 933535 934705 1170 532 88 550 1536
mBackground 446 1536 933573 934696 1123 563 114 446 1536
mBackground 452 1536 933627 934751 1124 583 84 457 1536
mBackground 456 1536 933604 934732 1128 575 85 468 1536
mBackground 404 1536 933617 934729 1112 557 90 465 1536
mBackground 435 1536 933736 934777 1041 520 111 410 1536
mBackground 424 1536 933507 934714 1207 518 85 604 1536
mBackground 406 1536 933569 934696 1127 511 82 534 1536
mBackground 453 1536 933592 934746 1154 608 85 461 1536
mBackground 460 1536 933588 934743 1155 554 84 517 1536
mBackground 448 1536 933619 934762 1143 549 85 509 1536
mBackground 419 1536 933499 934756 1257 579 107 571 1536
mBackground 417 1536 933780 934797 1017 506 84 427 1536
mBackground 429 1536 933553 934767 1214 465 82 667 1536
mBackground 461 1536 933587 934766 1179 506 73 600 1536
mBackground 439 1536 933692 934802 1110 512 85 513 1536
mBackground 457 1536 933555 934788 1233 526 87 620 1536
mBackground 422 1536 933552 934843 1291 523 82 686 1536
mBackground 432 1536 933723 934861 1138 550 91 497 1536
mBackground 442 1536 933630 934898 1268 562 82 624 1536
mBackground 436 1536 933713 934879 1166 571 82 513 1536
mBackground 415 1536 933712 934861 1149 582 84 483 1536
mBackground 416 1536 933714 934861 1147 544 84 519 1536
mBackground 418 1536 933781 934921 1140 522 87 531 1536
mBackground 443 1536 933608 935017 1409 848 82 479 1536
mBackground 405 1536 933645 935026 1381 548 89 744 1536
mBackground 427 1536 933577 935081 1504 970 85 449 1536
mBackground 464 1536 934036 935106 1070 511 89 470 1536
mBackground 433 1536 933748 935195 1447 902 91 454 1536
mBackground 450 1536 933547 935112 1565 1018 81 466 1536
mBackground 463 1536 933999 935198 1199 518 85 596 1536
mBackground 440 1536 933607 935221 1614 996 83 535 1536
mBackground 438 1536 933566 935569 2003 576 85 1342 1536
mBackground 371 1536 933042 935976 2934 1341 62 1531 1536
mBackground 454 1536 942419 943562 1143 611 83 449 1536
mBackground 437 1536 943155 944154 999 487 98 414 1536
mBackground 402 1536 944032 945117 1085 559 83 443 1536
mBackground 430 1536 944072 945206 1134 595 88 451 1536
mBackground 445 1536 944322 945404 1082 515 97 470 1536
mBackground 413 1536 944371 945525 1154 585 80 489 1536
mBackground 431 1536 944503 945655 1152 512 98 542 1536
mBackground 409 1536 944367 945703 1336 581 79 676 1536
mBackground 465 1536 944346 945661 1315 589 100 626 1536
mBackground 462 1536 944378 946289 1911 777 80 1054 1536
mImgtbl 466 1536 946684 952009 5325 4925 170 230 1536
