mProjectPP 7 1536 1557478943192 1557478944796 1604 1557478943772 1557478945140 1368 270 680 418 sdbcs
mProjectPP 3 1536 1557478943170 1557478944801 1631 1557478943964 1557478945324 1360 265 684 411 sdbcs
mProjectPP 5 1536 1557478943170 1557478944803 1633 1557478943926 1557478945322 1396 273 684 439 sdbcs
mProjectPP 2 2560 1557478943169 1557478944822 1653 1557478943974 1557478945348 1374 271 537 566 sdbcs
mProjectPP 9 1536 1557478943194 1557478944835 1641 1557478943953 1557478945362 1409 270 670 469 sdbcs
mProjectPP 10 1536 1557478943195 1557478944840 1645 1557478943904 1557478945346 1442 292 674 476 sdbcs
mProjectPP 8 1536 1557478943194 1557478944846 1652 1557478943995 1557478945408 1413 264 693 456 sdbcs
mProjectPP 4 1536 1557478943170 1557478945343 2173 1557478944133 1557478945842 1709 274 698 737 sdbcs
mProjectPP 6 1536 1557478943171 1557478945345 2174 1557478944017 1557478945715 1698 288 697 713 sdbcs
mProjectPP 1 1024 1557478943164 1557478945347 2183 1557478943962 1557478945811 1849 291 1031 527 sdbcs
mDiffFit 27 1024 1557478944844 1557478946171 1327 1557478945467 1557478946230 763 416 87 260 sdbcs
mDiffFit 17 1024 1557478944811 1557478946172 1361 1557478945471 1557478946324 853 525 83 245 sdbcs
mDiffFit 15 1024 1557478944851 1557478946173 1322 1557478945519 1557478946340 821 462 102 257 sdbcs
mDiffFit 26 1536 1557478944843 1557478946174 1331 1557478945486 1557478946326 840 450 95 295 sdbcs
mDiffFit 18 1536 1557478944850 1557478946175 1325 1557478945510 1557478946433 923 417 80 426 sdbcs
mDiffFit 22 1536 1557478944810 1557478946202 1392 1557478945931 1557478946733 802 454 84 264 sdbcs
mDiffFit 12 2560 1557478945377 1557478946282 905 1557478946050 1557478946814 764 422 47 295 sdbcs
mDiffFit 21 1536 1557478945377 1557478946288 911 1557478946175 1557478946984 809 406 116 287 sdbcs
mDiffFit 24 1536 1557478945376 1557478946309 933 1557478946080 1557478946875 795 421 88 286 sdbcs
mDiffFit 20 1536 1557478945372 1557478946382 1010 1557478945997 1557478946864 867 439 102 326 sdbcs
mDiffFit 16 1024 1557478945376 1557478946383 1007 1557478946049 1557478946909 860 475 125 260 sdbcs
mDiffFit 23 1536 1557478945376 1557478946431 1055 1557478946006 1557478946959 953 624 54 275 sdbcs
mDiffFit 13 1536 1557478945379 1557478946468 1089 1557478946005 1557478946995 990 645 92 253 sdbcs
mDiffFit 11 1536 1557478945384 1557478946567 1183 1557478946014 1557478947098 1084 709 86 289 sdbcs
mDiffFit 19 1536 1557478945373 1557478946671 1298 1557478945847 1557478947011 1164 841 67 256 sdbcs
mDiffFit 14 1024 1557478944825 1557478946691 1866 1557478945515 1557478947232 1717 1406 67 244 sdbcs
mDiffFit 25 256 1557478944839 1557478947510 2671 1557478945447 1557478947994 2547 1747 540 260 sdbcs
mConcatFit 28 512 1557478947517 1557478948738 1221 1557478948113 1557478949173 1060 355 505 200 sdbcs
mBgModel 29 2048 1557478948743 1557478950800 2057 1557478949362 1557478951349 1987 137 1732 118 sdbcs
mBackground 35 512 1557478950817 1557478952122 1305 1557478951420 1557478952428 1008 375 158 475 sdbcs
mBackground 37 512 1557478950817 1557478952124 1307 1557478951458 1557478952512 1054 409 161 484 sdbcs
mBackground 36 512 1557478950817 1557478952126 1309 1557478951319 1557478952393 1074 422 163 489 sdbcs
mBackground 39 512 1557478950823 1557478952127 1304 1557478951480 1557478952523 1043 395 159 489 sdbcs
mBackground 33 512 1557478950818 1557478952128 1310 1557478951448 1557478952529 1081 402 178 501 sdbcs
mBackground 38 512 1557478950816 1557478952137 1321 1557478951378 1557478952490 1112 372 240 500 sdbcs
mBackground 32 512 1557478950816 1557478952138 1322 1557478951447 1557478952587 1140 468 161 511 sdbcs
mBackground 31 512 1557478950817 1557478952138 1321 1557478951452 1557478952551 1099 461 141 497 sdbcs
mBackground 34 512 1557478950824 1557478952145 1321 1557478951426 1557478952667 1241 600 160 481 sdbcs
mBackground 30 256 1557478950816 1557478952741 1925 1557478951455 1557478952950 1495 579 301 615 sdbcs
mImgtbl 40 512 1557478952748 1557478954581 1833 1557478953380 1557478954742 1362 1146 63 153 sdbcs
mAdd 41 512 1557478954593 1557478958887 4294 1557478955237 1557478958830 3593 2391 539 663 sdbcs
mShrink 42 256 1557478958895 1557478960585 1690 1557478959465 1557478961088 1623 529 443 651 sdbcs
mJPEG 43 256 1557478960589 1557478963180 2591 1557478961208 1557478963484 2276 467 1563 246 sdbcs
