task id resource request_start request_end request_duration start end time downloaded executed uploaded type
generateData.js 1 1024 0 871 871 1070 1476 406 110 164 132 sdbcs
createDat.js 3 1024 876 1581 705 1842 2263 421 112 165 144 sdbcs
createDat.js 5 1024 877 1765 888 2159 2569 410 115 160 135 sdbcs
createDat.js 2 1024 881 1816 935 2257 2675 418 114 181 123 sdbcs
createDat.js 4 512 883 2002 1119 2172 2813 641 141 363 137 sdbcs
ellipsoids-openmp 6 2560 1823 4141 2318 2822 4789 1967 124 1654 189 sdbcs
ellipsoids-openmp 9 2048 1589 4214 2625 2570 5016 2446 125 2126 195 sdbcs
ellipsoids-openmp 11 2048 1592 4227 2635 2561 5051 2490 114 2144 232 sdbcs
ellipsoids-openmp 16 1536 1772 5371 3599 2850 5870 3020 115 2733 172 sdbcs
ellipsoids-openmp 8 1536 1822 5372 3550 2885 5910 3025 110 2735 180 sdbcs
ellipsoids-openmp 17 1536 1771 5374 3603 2786 5862 3076 121 2762 193 sdbcs
ellipsoids-openmp 7 1536 1824 5374 3550 2865 5954 3089 123 2781 185 sdbcs
mean-pack-ell 18 256 5382 6328 946 6416 6950 534 278 103 153 sdbcs
ellipsoids-openmp 10 1024 1591 6330 4739 2534 6973 4439 125 4139 175 sdbcs
ellipsoids-openmp 15 1024 1772 6402 4630 2821 7268 4447 126 4105 216 sdbcs
ellipsoids-openmp 12 1024 2010 6927 4917 3050 7535 4485 112 4161 212 sdbcs
ellipsoids-openmp 13 1024 2015 6930 4915 3014 7554 4540 123 4213 204 sdbcs
ellipsoids-openmp 14 1024 2009 6931 4922 3045 7551 4506 115 4189 202 sdbcs
mean-pack-ell 19 256 6341 6952 611 7368 7814 446 247 42 157 sdbcs
mean-pack-ell 21 256 6409 7038 629 7443 7859 416 259 2 155 sdbcs
mean-pack-ell 20 256 6938 7623 685 7935 8356 421 227 3 191 sdbcs
summary.js 22 256 7629 9057 1428 8599 9797 1198 263 781 154 sdbcs
generateData.js 1 1024 0 1236 1236 1292 1718 426 125 184 117 sdbcs
createDat.js 5 1024 1244 1948 704 2224 2641 417 129 169 119 sdbcs
createDat.js 3 1024 1243 1950 707 2245 2653 408 114 166 128 sdbcs
createDat.js 2 1024 1248 1951 703 2293 2703 410 118 165 127 sdbcs
createDat.js 4 512 1249 2031 782 2291 2844 553 109 289 155 sdbcs
ellipsoids-openmp 6 2560 1971 4303 2332 3014 5013 1999 113 1716 170 sdbcs
ellipsoids-openmp 11 2048 1969 4713 2744 3032 5311 2279 132 1943 204 sdbcs
ellipsoids-openmp 9 2048 1966 4715 2749 3024 5349 2325 113 2014 198 sdbcs
ellipsoids-openmp 16 1536 1962 5124 3162 2988 5879 2891 150 2567 174 sdbcs
ellipsoids-openmp 17 1536 1961 5142 3181 2961 5944 2983 118 2669 196 sdbcs
ellipsoids-openmp 7 1536 1972 5268 3296 3067 6121 3054 124 2736 194 sdbcs
ellipsoids-openmp 8 1536 1969 5285 3316 3062 6133 3071 113 2744 214 sdbcs
mean-pack-ell 18 256 5288 6044 756 6291 6741 450 244 39 167 sdbcs
ellipsoids-openmp 10 1024 1967 6657 4690 3016 7341 4325 123 3995 207 sdbcs
ellipsoids-openmp 15 1024 1962 6658 4696 3016 7387 4371 113 4034 224 sdbcs
ellipsoids-openmp 12 1024 2040 6848 4808 3091 7641 4550 118 4196 236 sdbcs
ellipsoids-openmp 14 1024 2039 6868 4829 3093 7660 4567 115 4267 185 sdbcs
