task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 7 256 3478 20825 17347 5221 22095 16874 178 16407 289 256
ellipsoids-openmp 16 256 3484 20944 17460 5239 22180 16941 163 16495 283 256
ellipsoids-openmp 8 256 3478 21030 17552 5210 22273 17063 187 16559 317 256
ellipsoids-openmp 14 256 3477 21042 17565 5129 22219 17090 121 16729 240 256
ellipsoids-openmp 15 256 3483 21044 17561 5268 22313 17045 111 16652 282 256
ellipsoids-openmp 12 256 3471 21108 17637 5155 22263 17108 176 16653 279 256
ellipsoids-openmp 6 256 3478 21239 17761 5228 22471 17243 199 16769 275 256
ellipsoids-openmp 13 256 3472 21278 17806 5147 22460 17313 167 16841 305 256
mean-pack-ell 19 256 20575 21314 739 21998 22531 533 248 110 175 256
mean-pack-ell 21 256 21051 21781 730 22363 22908 545 228 116 201 256
mean-pack-ell 20 256 21284 21823 539 22646 23006 360 189 2 169 256
mean-pack-ell 18 256 21247 21921 674 22664 23130 466 271 22 173 256
summary.js 22 256 21928 23522 1594 23300 24596 1296 335 801 160 256
generateData.js 1 256 0 1867 1867 1820 2922 1102 131 823 148 256
createDat.js 3 256 1874 3613 1739 3708 4741 1033 138 729 166 256
createDat.js 4 256 1878 3615 1737 3678 4726 1048 129 787 132 256
createDat.js 5 256 1878 3616 1738 3660 4733 1073 143 771 159 256
createDat.js 2 256 1873 3617 1744 3632 4750 1118 122 829 167 256
ellipsoids-openmp 16 256 3631 20903 17272 5075 21953 16878 165 16474 239 256
ellipsoids-openmp 15 256 3631 21315 17684 5148 22427 17279 127 16868 284 256
ellipsoids-openmp 10 256 3626 21316 17690 4985 22357 17372 135 16942 295 256
ellipsoids-openmp 11 256 3626 21347 17721 5084 22564 17480 157 17013 310 256
ellipsoids-openmp 17 256 3631 21429 17798 5116 22605 17489 134 17067 288 256
ellipsoids-openmp 9 256 3629 21432 17803 5194 22676 17482 149 17011 322 256
ellipsoids-openmp 8 256 3639 21553 17914 5212 22812 17600 167 17152 281 256
ellipsoids-openmp 13 256 3630 21942 18312 5021 23120 18099 142 17709 248 256
ellipsoids-openmp 6 256 3632 22107 18475 4985 23210 18225 238 17730 257 256
ellipsoids-openmp 14 256 3630 22111 18481 5189 23379 18190 155 17725 310 256
mean-pack-ell 19 256 21441 22130 689 22899 23386 487 213 120 154 256
mean-pack-ell 21 256 21438 22167 729 22883 23410 527 251 121 155 256
ellipsoids-openmp 7 256 3632 22214 18582 5152 23439 18287 149 17851 287 256
ellipsoids-openmp 12 256 3630 22540 18910 5112 23675 18563 190 18114 259 256
mean-pack-ell 18 256 22220 23670 1450 23966 24509 543 289 102 152 256
mean-pack-ell 20 256 22542 23671 1129 24035 24593 558 276 121 161 256
summary.js 22 256 23676 25217 1541 25095 26434 1339 357 821 161 256
generateData.js 1 256 0 1455 1455 1492 2630 1138 159 762 217 256
createDat.js 5 256 1469 2765 1296 2915 3965 1050 125 772 153 256
createDat.js 4 256 1467 2849 1382 2927 4084 1157 168 821 168 256
createDat.js 3 256 1463 2868 1405 2953 4127 1174 166 833 175 256
createDat.js 2 256 1462 2877 1415 3014 4123 1109 130 791 188 256
ellipsoids-openmp 11 256 2873 20480 17607 4232 21496 17264 159 16880 225 256
ellipsoids-openmp 15 256 2769 20481 17712 4313 21632 17319 124 16915 280 256
ellipsoids-openmp 16 256 2771 20786 18015 4372 21763 17391 133 16967 291 256
ellipsoids-openmp 9 256 2873 20788 17915 4339 21799 17460 184 17050 226 256
ellipsoids-openmp 10 256 2871 20790 17919 4344 21861 17517 147 17061 309 256
ellipsoids-openmp 17 256 2773 20791 18018 4328 21885 17557 133 17093 331 256
ellipsoids-openmp 13 256 2858 20836 17978 4336 22013 17677 159 17241 277 256
ellipsoids-openmp 7 256 2880 21400 18520 4342 22363 18021 189 17571 261 256
mean-pack-ell 19 256 20798 21415 617 22164 22591 427 233 21 173 256
mean-pack-ell 21 256 20801 21444 643 22256 22689 433 259 19 155 256
ellipsoids-openmp 6 256 2880 21450 18570 4368 22718 18350 177 17885 288 256
ellipsoids-openmp 14 256 2859 21810 18951 4391 22947 18556 187 18085 284 256
ellipsoids-openmp 12 256 2856 21811 18955 4355 23022 18667 173 18166 328 256
ellipsoids-openmp 8 256 2882 23037 20155 4321 23680 19359 148 18946 265 256
mean-pack-ell 20 256 21819 23038 1219 23192 23756 564 242 143 179 256
mean-pack-ell 18 256 23042 23960 918 24499 24932 433 264 11 158 256
summary.js 22 256 23965 25701 1736 25383 26713 1330 332 840 158 256
generateData.js 1 256 0 1564 1564 1573 2719 1146 204 785 157 256
createDat.js 2 256 1570 2889 1319 2987 4046 1059 123 771 165 256
createDat.js 5 256 1573 2901 1328 3068 4169 1101 172 770 159 256
createDat.js 4 256 1573 2958 1385 2997 4188 1191 217 788 186 256
createDat.js 3 256 1572 3047 1475 3155 4318 1163 153 769 241 256
ellipsoids-openmp 17 256 2907 19884 16977 4393 21127 16734 111 16396 227 256
ellipsoids-openmp 11 256 3056 20195 17139 4501 21318 16817 206 16351 260 256
ellipsoids-openmp 16 256 2906 20197 17291 4381 21366 16985 126 16569 290 256
ellipsoids-openmp 9 256 3058 20204 17146 4455 21387 16932 213 16471 248 256
ellipsoids-openmp 15 256 2905 20236 17331 4348 21471 17123 162 16731 230 256
ellipsoids-openmp 10 256 3055 20285 17230 4377 21380 17003 192 16529 282 256
ellipsoids-openmp 8 256 2900 20605 17705 4379 21836 17457 129 17032 296 256
ellipsoids-openmp 6 256 2897 20607 17710 4419 21877 17458 141 17069 248 256
mean-pack-ell 19 256 20291 21223 932 21773 22204 431 254 14 163 256
ellipsoids-openmp 7 256 2897 21224 18327 4326 22170 17844 216 17341 287 256
mean-pack-ell 21 256 20241 21226 985 21540 22185 645 298 142 205 256
ellipsoids-openmp 13 256 2968 21240 18272 4479 22458 17979 126 17574 279 256
ellipsoids-openmp 14 256 2972 21462 18490 4537 22722 18185 168 17732 285 256
ellipsoids-openmp 12 256 2967 21756 18789 4352 22911 18559 217 18040 302 256
mean-pack-ell 18 256 21235 21841 606 22617 23054 437 223 21 193 256
mean-pack-ell 20 256 21762 22547 785 23188 23582 394 211 2 181 256
summary.js 22 256 22550 24085 1535 23971 25181 1210 268 781 161 256
generateData.js 1 512 0 2187 2187 2157 3270 1113 516 402 195 512
createDat.js 2 512 2193 3088 895 3615 4248 633 116 344 173 512
createDat.js 4 512 2194 4114 1920 4113 5105 992 463 362 167 512
createDat.js 3 512 2194 4116 1922 4228 5263 1035 496 380 159 512
createDat.js 5 512 2195 4195 2000 4354 5423 1069 515 400 154 512
ellipsoids-openmp 6 512 3096 12304 9208 4479 13311 8832 127 8469 236 512
ellipsoids-openmp 10 512 4131 12919 8788 5517 13839 8322 120 7974 228 512
ellipsoids-openmp 11 512 4134 12921 8787 5466 13823 8357 112 8019 226 512
ellipsoids-openmp 12 512 4126 13090 8964 5537 14331 8794 116 8472 206 512
ellipsoids-openmp 8 512 3099 13237 10138 5063 14470 9407 530 8602 275 512
ellipsoids-openmp 7 512 3099 13379 10280 5066 14615 9549 518 8762 269 512
ellipsoids-openmp 9 512 4135 13521 9386 6064 14730 8666 511 7885 270 512
ellipsoids-openmp 17 512 4205 13650 9445 6169 14880 8711 494 7942 275 512
ellipsoids-openmp 15 512 4202 13684 9482 6174 14907 8733 489 8001 243 512
ellipsoids-openmp 16 512 4204 13878 9674 6177 15104 8927 504 8181 242 512
mean-pack-ell 18 512 13386 14032 646 14817 15241 424 232 49 143 512
ellipsoids-openmp 13 512 4129 14098 9969 6141 15382 9241 508 8461 272 512
mean-pack-ell 19 512 13527 14116 589 14954 15327 373 181 53 139 512
ellipsoids-openmp 14 512 4130 14180 10050 6128 15374 9246 476 8505 265 512
mean-pack-ell 21 512 13881 14453 572 15321 15670 349 215 2 132 512
mean-pack-ell 20 512 14182 15083 901 15647 16043 396 207 53 136 512
summary.js 22 512 15090 16195 1105 16511 17204 693 174 399 120 512
generateData.js 1 512 0 1363 1363 1764 2387 623 125 352 146 512
createDat.js 2 512 1369 2276 907 2760 3423 663 133 348 182 512
createDat.js 4 512 1373 2277 904 2844 3483 639 118 344 177 512
createDat.js 3 512 1372 2278 906 2757 3422 665 124 371 170 512
createDat.js 5 512 1375 2278 903 2763 3447 684 116 380 188 512
ellipsoids-openmp 16 512 2293 10524 8231 3729 11712 7983 148 7630 205 512
ellipsoids-openmp 10 512 2291 10661 8370 3655 11799 8144 131 7784 229 512
ellipsoids-openmp 11 512 2292 10675 8383 3703 11901 8198 153 7822 223 512
ellipsoids-openmp 15 512 2292 10710 8418 3756 11950 8194 132 7850 212 512
ellipsoids-openmp 17 512 2302 10813 8511 3748 12041 8293 143 7893 257 512
ellipsoids-openmp 9 512 2292 10833 8541 3744 12068 8324 141 7943 240 512
ellipsoids-openmp 13 512 2290 10907 8617 3756 12190 8434 130 8101 203 512
ellipsoids-openmp 12 512 2290 10951 8661 3728 12186 8458 112 8118 228 512
ellipsoids-openmp 14 512 2291 11010 8719 3708 12246 8538 119 8188 231 512
ellipsoids-openmp 8 512 2289 11025 8736 3674 12241 8567 117 8201 249 512
ellipsoids-openmp 6 512 2286 11053 8767 3676 12270 8594 121 8240 233 512
ellipsoids-openmp 7 512 2286 11070 8784 3708 12302 8594 120 8251 223 512
mean-pack-ell 19 512 10838 11401 563 12257 12634 377 186 54 137 512
mean-pack-ell 21 512 10819 11436 617 12263 12637 374 176 44 154 512
mean-pack-ell 20 512 11016 11570 554 12402 12800 398 199 58 141 512
mean-pack-ell 18 512 11076 11604 528 12487 12827 340 191 2 147 512
summary.js 22 512 11610 12618 1008 12997 13697 700 186 375 139 512
generateData.js 1 512 0 1158 1158 1535 2163 628 127 368 133 512
createDat.js 5 512 1173 2511 1338 2855 3499 644 125 390 129 512
createDat.js 4 512 1170 2512 1342 2861 3515 654 112 398 144 512
createDat.js 3 512 1170 2514 1344 2896 3574 678 119 394 165 512
createDat.js 2 512 1166 2515 1349 2823 3685 862 118 349 395 512
ellipsoids-openmp 7 512 2543 11007 8464 3976 12253 8277 118 7955 204 512
ellipsoids-openmp 15 512 2528 11069 8541 3932 12296 8364 113 8041 210 512
ellipsoids-openmp 10 512 2534 11298 8764 3964 12396 8432 121 8072 239 512
ellipsoids-openmp 16 512 2529 11300 8771 3945 12446 8501 174 8091 236 512
ellipsoids-openmp 13 512 2534 11301 8767 3899 12388 8489 118 8164 207 512
ellipsoids-openmp 17 512 2529 11303 8774 3918 12493 8575 189 8161 225 512
ellipsoids-openmp 14 512 2534 11307 8773 3943 12534 8591 133 8212 246 512
ellipsoids-openmp 12 512 2533 11308 8775 3984 12536 8552 171 8154 227 512
ellipsoids-openmp 6 512 2536 11338 8802 3982 12553 8571 126 8217 228 512
ellipsoids-openmp 11 512 2535 11404 8869 3955 12638 8683 156 8268 259 512
ellipsoids-openmp 9 512 2535 11460 8925 3948 12688 8740 113 8414 213 512
ellipsoids-openmp 8 512 2544 11493 8949 4006 12779 8773 161 8407 205 512
mean-pack-ell 20 512 11320 11862 542 12721 13089 368 174 60 134 512
mean-pack-ell 21 512 11316 11880 564 12733 13113 380 190 58 132 512
mean-pack-ell 19 512 11467 12009 542 12939 13294 355 174 45 136 512
mean-pack-ell 18 512 11499 12029 530 12929 13239 310 172 2 136 512
summary.js 22 512 12035 12937 902 13448 14153 705 154 399 152 512
generateData.js 1 512 0 1453 1453 1812 2508 696 113 387 196 512
createDat.js 2 512 1458 2683 1225 2866 3493 627 114 372 141 512
createDat.js 3 512 1460 2685 1225 2892 3530 638 104 395 139 512
createDat.js 4 512 1461 2686 1225 2901 3525 624 114 370 140 512
createDat.js 5 512 1463 2688 1225 2939 3621 682 117 371 194 512
ellipsoids-openmp 11 512 2707 11184 8477 4169 12288 8119 153 7749 217 512
ellipsoids-openmp 15 512 2717 11192 8475 4185 12428 8243 165 7832 246 512
ellipsoids-openmp 16 512 2717 11204 8487 4209 12453 8244 159 7853 232 512
ellipsoids-openmp 17 512 2718 11254 8536 4068 12390 8322 156 7927 239 512
ellipsoids-openmp 10 512 2707 11285 8578 4140 12518 8378 157 7992 229 512
ellipsoids-openmp 8 512 2706 11378 8672 4167 12664 8497 113 8184 200 512
ellipsoids-openmp 6 512 2702 11460 8758 4128 12676 8548 142 8182 224 512
ellipsoids-openmp 14 512 2714 11494 8780 4191 12730 8539 165 8140 234 512
ellipsoids-openmp 9 512 2711 11537 8826 4147 12756 8609 151 8200 258 512
ellipsoids-openmp 13 512 2712 11546 8834 4148 12777 8629 151 8260 218 512
ellipsoids-openmp 7 512 2706 11554 8848 4151 12775 8624 162 8233 229 512
ellipsoids-openmp 12 512 2711 11653 8942 4151 12888 8737 136 8412 189 512
mean-pack-ell 21 512 11260 11785 525 12740 13069 329 191 13 125 512
mean-pack-ell 19 512 11542 12044 502 12964 13270 306 189 3 114 512
mean-pack-ell 18 512 11561 12092 531 12996 13321 325 188 3 134 512
mean-pack-ell 20 512 11659 12205 546 13144 13491 347 199 2 146 512
summary.js 22 512 12211 13117 906 13659 14326 667 145 361 161 512
generateData.js 1 512 0 1255 1255 1581 2186 605 124 346 135 512
createDat.js 2 512 1260 2171 911 2723 3311 588 122 328 138 512
createDat.js 5 512 1266 2173 907 2667 3297 630 113 354 163 512
createDat.js 4 512 1264 2174 910 2673 3306 633 116 378 139 512
createDat.js 3 512 1263 2175 912 2673 3345 672 134 378 160 512
ellipsoids-openmp 15 512 2186 10977 8791 3611 11946 8335 106 7895 334 512
ellipsoids-openmp 11 512 2196 10980 8784 3622 11962 8340 137 7978 225 512
ellipsoids-openmp 16 512 2189 10981 8792 3640 12048 8408 163 8040 205 512
ellipsoids-openmp 12 512 2190 10983 8793 3617 12068 8451 122 8127 202 512
ellipsoids-openmp 9 512 2196 10984 8788 3641 12117 8476 120 8154 202 512
ellipsoids-openmp 14 512 2195 10985 8790 3552 12046 8494 156 8110 228 512
ellipsoids-openmp 8 512 2186 10986 8800 3690 12170 8480 177 8039 264 512
ellipsoids-openmp 10 512 2196 10987 8791 3654 12174 8520 160 8124 236 512
ellipsoids-openmp 17 512 2190 10994 8804 3628 12207 8579 156 8183 240 512
ellipsoids-openmp 13 512 2190 11120 8930 3679 12358 8679 120 8307 252 512
ellipsoids-openmp 6 512 2181 11160 8979 3590 12394 8804 130 8485 189 512
ellipsoids-openmp 7 512 2182 11184 9002 3674 12462 8788 124 8413 251 512
mean-pack-ell 19 512 11002 11600 598 12400 12733 333 177 2 154 512
mean-pack-ell 21 512 11005 11601 596 12502 12836 334 184 2 148 512
mean-pack-ell 20 512 11126 11626 500 12554 12862 308 188 2 118 512
mean-pack-ell 18 512 11190 11695 505 12603 12920 317 181 3 133 512
summary.js 22 512 11701 12716 1015 13122 13851 729 203 381 145 512
generateData.js 1 1024 0 1851 1851 2352 3030 678 345 190 143 1024
createDat.js 2 1024 1857 2572 715 3204 3648 444 113 168 163 1024
createDat.js 3 1024 1858 3169 1311 3770 4369 599 276 182 141 1024
createDat.js 5 1024 1862 3226 1364 3806 4432 626 298 180 148 1024
createDat.js 4 1024 1861 3241 1380 3798 4457 659 324 181 154 1024
ellipsoids-openmp 8 1024 2580 7385 4805 3964 8424 4460 114 4127 219 1024
ellipsoids-openmp 9 1024 3179 8204 5025 4560 9180 4620 116 4305 199 1024
ellipsoids-openmp 10 1024 3176 8207 5031 4559 9202 4643 116 4300 227 1024
ellipsoids-openmp 11 1024 3178 8207 5029 4615 9204 4589 112 4303 174 1024
ellipsoids-openmp 6 1024 2579 8208 5629 4546 9353 4807 313 4283 211 1024
ellipsoids-openmp 7 1024 2580 8227 5647 4594 9463 4869 305 4338 226 1024
ellipsoids-openmp 17 1024 3239 8612 5373 5165 9798 4633 345 4061 227 1024
ellipsoids-openmp 16 1024 3237 8640 5403 5189 9886 4697 289 4190 218 1024
ellipsoids-openmp 15 1024 3233 8728 5495 5252 9978 4726 298 4197 231 1024
ellipsoids-openmp 13 1024 3246 8825 5579 5203 10036 4833 259 4212 362 1024
mean-pack-ell 19 1024 8216 9127 911 9954 10299 345 198 18 129 1024
mean-pack-ell 21 1024 8730 9254 524 10136 10464 328 178 19 131 1024
mean-pack-ell 18 1024 8232 9336 1104 9993 10582 589 437 21 131 1024
ellipsoids-openmp 14 1024 3247 11277 8030 7681 12357 4676 268 4186 222 1024
ellipsoids-openmp 12 1024 3245 11280 8035 7597 12407 4810 328 4245 237 1024
mean-pack-ell 20 1024 11290 11891 601 12661 12994 333 171 21 141 1024
summary.js 22 1024 11897 12749 852 13295 13735 440 124 188 128 1024
generateData.js 1 1024 0 699 699 1479 1894 415 112 170 133 1024
createDat.js 5 1024 706 1415 709 2220 2628 408 116 172 120 1024
createDat.js 3 1024 705 1416 711 2112 2543 431 114 159 158 1024
createDat.js 2 1024 704 1417 713 2177 2620 443 138 182 123 1024
createDat.js 4 1024 706 1417 711 2133 2606 473 135 176 162 1024
ellipsoids-openmp 17 1024 1428 6045 4617 2959 7287 4328 142 4000 186 1024
ellipsoids-openmp 16 1024 1425 6047 4622 2899 7229 4330 136 4004 190 1024
ellipsoids-openmp 10 1024 1428 6122 4694 2881 7334 4453 118 4080 255 1024
ellipsoids-openmp 15 1024 1424 6124 4700 2915 7378 4463 119 4162 182 1024
ellipsoids-openmp 11 1024 1429 6166 4737 2865 7377 4512 124 4157 231 1024
ellipsoids-openmp 6 1024 1429 6205 4776 2979 7519 4540 127 4179 234 1024
ellipsoids-openmp 7 1024 1430 6210 4780 2957 7435 4478 144 4118 216 1024
ellipsoids-openmp 9 1024 1429 6288 4859 2998 7500 4502 146 4138 218 1024
ellipsoids-openmp 8 1024 1430 6313 4883 2976 7551 4575 144 4226 205 1024
ellipsoids-openmp 12 1024 1430 6335 4905 2996 7557 4561 135 4223 203 1024
mean-pack-ell 21 1024 6130 6752 622 7648 7966 318 161 26 131 1024
mean-pack-ell 19 1024 6293 6789 496 7706 8027 321 168 29 124 1024
mean-pack-ell 18 1024 6319 6833 514 7734 8051 317 161 27 129 1024
ellipsoids-openmp 13 1024 1431 10625 9194 7222 11772 4550 146 4169 235 1024
ellipsoids-openmp 14 1024 1439 10628 9189 7257 11833 4576 202 4190 184 1024
mean-pack-ell 20 1024 10634 11241 607 12019 12331 312 167 26 119 1024
summary.js 22 1024 11247 11957 710 12652 13096 444 126 190 128 1024
generateData.js 1 1024 0 1249 1249 1658 2105 447 138 177 132 1024
createDat.js 4 1024 1258 1959 701 2636 3056 420 122 160 138 1024
createDat.js 2 1024 1255 1960 705 2672 3107 435 122 167 146 1024
createDat.js 5 1024 1261 1961 700 2700 3134 434 110 178 146 1024
createDat.js 3 1024 1258 1961 703 2646 3077 431 134 162 135 1024
ellipsoids-openmp 16 1024 1973 6651 4678 3388 7876 4488 126 4149 213 1024
ellipsoids-openmp 17 1024 1973 6692 4719 3419 7905 4486 114 4150 222 1024
ellipsoids-openmp 11 1024 1974 6747 4773 3381 7958 4577 111 4248 218 1024
ellipsoids-openmp 15 1024 1973 6748 4775 3372 7933 4561 123 4238 200 1024
ellipsoids-openmp 13 1024 1968 6800 4832 3404 8039 4635 111 4297 227 1024
ellipsoids-openmp 7 1024 1972 6819 4847 3344 7995 4651 121 4317 213 1024
ellipsoids-openmp 8 1024 1972 6917 4945 3386 8142 4756 111 4418 227 1024
ellipsoids-openmp 14 1024 1971 6936 4965 3450 8191 4741 118 4253 370 1024
ellipsoids-openmp 6 1024 1972 6951 4979 3414 8163 4749 213 4342 194 1024
ellipsoids-openmp 12 1024 1968 7027 5059 3497 8339 4842 115 4520 207 1024
mean-pack-ell 21 1024 6754 7313 559 8104 8417 313 162 34 117 1024
mean-pack-ell 18 1024 6959 7561 602 8438 8824 386 245 17 124 1024
mean-pack-ell 20 1024 7032 8018 986 8958 9245 287 168 2 117 1024
ellipsoids-openmp 10 1024 1974 10767 8793 7699 11879 4180 113 3873 194 1024
ellipsoids-openmp 9 1024 1982 10769 8787 7636 11848 4212 112 3896 204 1024
mean-pack-ell 19 1024 10776 11386 610 12130 12442 312 170 26 116 1024
summary.js 22 1024 11393 12302 909 12747 13251 504 163 178 163 1024
generateData.js 1 1024 0 932 932 1618 2076 458 105 180 173 1024
createDat.js 4 1024 943 1714 771 2287 2725 438 116 184 138 1024
createDat.js 5 1024 944 1715 771 2327 2729 402 118 160 124 1024
createDat.js 2 1024 939 1716 777 2454 2877 423 111 166 146 1024
createDat.js 3 1024 940 1717 777 2361 2884 523 142 174 207 1024
ellipsoids-openmp 15 1024 1727 6096 4369 3153 7346 4193 116 3873 204 1024
ellipsoids-openmp 16 1024 1727 6251 4524 3095 7433 4338 122 4026 190 1024
ellipsoids-openmp 17 1024 1728 6265 4537 3109 7453 4344 116 4036 192 1024
ellipsoids-openmp 12 1024 1726 6284 4558 3223 7599 4376 117 4054 205 1024
ellipsoids-openmp 14 1024 1727 6786 5059 3161 7564 4403 141 4060 202 1024
ellipsoids-openmp 6 1024 1728 6787 5059 3184 7625 4441 137 4087 217 1024
ellipsoids-openmp 13 1024 1726 6787 5061 3198 7748 4550 144 4179 227 1024
mean-pack-ell 20 1024 6790 7346 556 8268 8601 333 197 3 133 1024
mean-pack-ell 21 1024 6269 7941 1672 8819 9118 299 166 3 130 1024
ellipsoids-openmp 10 1024 1736 11424 9688 8241 12582 4341 136 4011 194 1024
ellipsoids-openmp 11 1024 1737 11427 9690 8256 12595 4339 137 3975 227 1024
ellipsoids-openmp 9 1024 1739 11492 9753 8242 12676 4434 122 3982 330 1024
ellipsoids-openmp 7 1024 1728 11551 9823 8367 12867 4500 109 4192 199 1024
ellipsoids-openmp 8 1024 1729 11738 10009 8240 12906 4666 158 4207 301 1024
mean-pack-ell 19 1024 11498 12278 780 12950 13264 314 182 3 129 1024
mean-pack-ell 18 1024 11743 12291 548 13321 13605 284 167 2 115 1024
summary.js 22 1024 12297 13086 789 13881 14313 432 132 158 142 1024
generateData.js 1 1024 0 1144 1144 1679 2082 403 114 158 131 1024
createDat.js 3 1024 1152 1837 685 2721 3116 395 110 156 129 1024
createDat.js 4 1024 1153 1851 698 2619 3040 421 121 164 136 1024
createDat.js 2 1024 1150 1856 706 2656 3074 418 113 169 136 1024
createDat.js 5 1024 1155 1885 730 2620 3069 449 114 163 172 1024
ellipsoids-openmp 8 1024 1864 6405 4541 3391 7718 4327 115 4027 185 1024
ellipsoids-openmp 14 1024 1857 7551 5694 3302 7686 4384 127 4056 201 1024
ellipsoids-openmp 12 1024 1856 7551 5695 3367 7741 4374 138 4012 224 1024
ellipsoids-openmp 10 1024 1843 7552 5709 3234 7778 4544 110 4238 196 1024
ellipsoids-openmp 9 1024 1846 7553 5707 3230 7784 4554 113 4233 208 1024
ellipsoids-openmp 11 1024 1843 7554 5711 3265 7847 4582 111 4263 208 1024
ellipsoids-openmp 13 1024 1857 7554 5697 3370 8741 5371 149 4177 1045 1024
mean-pack-ell 20 1024 7561 10883 3322 11806 12095 289 167 2 120 1024
mean-pack-ell 19 1024 7560 10918 3358 11938 12231 293 170 2 121 1024
ellipsoids-openmp 17 1024 1894 15354 13460 11781 16011 4230 124 3897 209 1024
ellipsoids-openmp 15 1024 1891 15356 13465 11823 16156 4333 127 4015 191 1024
ellipsoids-openmp 16 1024 1892 15357 13465 11834 16134 4300 114 3961 225 1024
ellipsoids-openmp 6 1024 1862 15358 13496 11784 16175 4391 128 4048 215 1024
ellipsoids-openmp 7 1024 1863 15361 13498 11862 16368 4506 131 4164 211 1024
mean-pack-ell 18 1024 15371 15968 597 16824 17117 293 161 2 130 1024
mean-pack-ell 21 1024 15368 15969 601 16772 17065 293 172 2 119 1024
summary.js 22 1024 15977 16795 818 17372 17809 437 126 183 128 1024
generateData.js 1 1536 0 1536 1536 2107 2602 495 232 121 142 1536
createDat.js 4 1536 1550 2667 1117 3406 3752 346 113 112 121 1536
createDat.js 5 1536 1550 3475 1925 3880 4407 527 258 123 146 1536
createDat.js 2 1536 1545 3476 1931 3913 4426 513 265 116 132 1536
createDat.js 3 1536 1546 3477 1931 3945 4479 534 267 126 141 1536
ellipsoids-openmp 12 1536 2674 6035 3361 4172 7177 3005 118 2690 197 1536
ellipsoids-openmp 14 1536 2677 6956 4279 4650 7917 3267 266 2756 245 1536
ellipsoids-openmp 13 1536 2676 6957 4281 4775 8050 3275 248 2790 237 1536
ellipsoids-openmp 9 1536 3500 7020 3520 5264 8201 2937 130 2607 200 1536
ellipsoids-openmp 16 1536 3491 7097 3606 5312 8332 3020 111 2704 205 1536
ellipsoids-openmp 6 1536 3492 7208 3716 5254 8383 3129 119 2813 197 1536
mean-pack-ell 20 1536 6964 7571 607 8381 8690 309 165 17 127 1536
ellipsoids-openmp 8 1536 3492 7712 4220 5767 8819 3052 246 2603 203 1536
ellipsoids-openmp 11 1536 3498 7983 4485 5892 9007 3115 259 2654 202 1536
ellipsoids-openmp 10 1536 3493 7985 4492 5906 9074 3168 317 2669 182 1536
ellipsoids-openmp 15 1536 3489 7986 4497 5932 9120 3188 223 2737 228 1536
ellipsoids-openmp 7 1536 3492 7987 4495 5931 9126 3195 274 2705 216 1536
ellipsoids-openmp 17 1536 3491 7988 4497 5733 9030 3297 288 2774 235 1536
mean-pack-ell 18 1536 7995 8701 706 9470 9782 312 178 18 116 1536
