task id resource start end time downloaded executed uploaded type
mBackground 35 3008 12935 13741 806 315 39 452 3008
mBackground 32 3008 12900 13726 826 326 40 460 3008
mBackground 37 3008 12941 13753 812 319 38 455 3008
mBackground 38 3008 12936 13746 810 337 39 434 3008
mBackground 33 3008 12930 13762 832 372 42 418 3008
mBackground 31 3008 12854 13746 892 299 38 555 3008
mBackground 36 3008 12934 13764 830 308 39 483 3008
mImgtbl 40 3008 13944 14570 626 458 41 127 3008
mAdd 41 3008 14687 16015 1328 601 128 599 3008
mShrink 42 3008 16142 16935 793 309 71 413 3008
mJPEG 43 3008 17080 17820 740 331 218 191 3008
mProjectPP 7 3008 99 1281 1182 254 528 400 3008
mProjectPP 6 3008 77 1285 1208 271 536 401 3008
mProjectPP 1 3008 54 1283 1229 287 529 413 3008
mProjectPP 9 3008 54 1287 1233 301 529 403 3008
mProjectPP 5 3008 28 1330 1302 327 533 442 3008
mProjectPP 4 3008 31 1349 1318 268 536 514 3008
mProjectPP 8 3008 0 1393 1393 264 529 600 3008
mProjectPP 2 3008 44 1410 1366 309 529 528 3008
mProjectPP 10 3008 10 1385 1375 304 527 544 3008
mProjectPP 3 3008 56 1709 1653 687 526 440 3008
mDiffFit 25 3008 1413 2070 657 369 49 239 3008
mDiffFit 19 3008 1541 2211 670 379 44 247 3008
mDiffFit 20 3008 1598 2331 733 382 72 279 3008
mDiffFit 27 3008 1619 2309 690 389 45 256 3008
mDiffFit 26 3008 1593 2352 759 374 82 303 3008
mDiffFit 15 3008 1622 2440 818 399 46 373 3008
mDiffFit 23 3008 1363 2521 1158 878 45 235 3008
mDiffFit 22 3008 1482 2540 1058 776 40 242 3008
mDiffFit 11 3008 1618 2664 1046 701 65 280 3008
mDiffFit 13 3008 1508 2665 1157 801 67 289 3008
mDiffFit 17 3008 2027 2691 664 378 47 239 3008
mDiffFit 18 3008 2034 2745 711 348 70 293 3008
mDiffFit 21 3008 1455 2714 1259 921 69 269 3008
mDiffFit 24 3008 1420 2788 1368 1027 68 273 3008
mDiffFit 16 3008 2035 2939 904 410 68 426 3008
mDiffFit 14 3008 2043 3236 1193 932 39 222 3008
mDiffFit 12 3008 2095 3605 1510 585 47 878 3008
mConcatFit 28 3008 3721 4145 424 163 115 146 3008
mBgModel 29 3008 4287 6180 1893 126 1645 122 3008
mBackground 36 3008 6478 7252 774 322 39 413 3008
mBackground 34 3008 6448 7240 792 348 40 404 3008
mBackground 38 3008 6460 7256 796 339 39 418 3008
mBackground 32 3008 6473 7267 794 351 38 405 3008
mBackground 31 3008 6437 7258 821 319 39 463 3008
mBackground 35 3008 6551 7321 770 328 39 403 3008
mBackground 37 3008 6419 7239 820 324 41 455 3008
mBackground 39 3008 6491 7302 811 323 41 447 3008
mBackground 33 3008 6454 7644 1190 325 40 825 3008
mBackground 30 3008 6422 9137 2715 324 38 2353 3008
mImgtbl 40 3008 9256 10047 791 615 36 140 3008
mAdd 41 3008 10225 11426 1201 610 129 462 3008
mShrink 42 3008 11592 12474 882 332 71 479 3008
mJPEG 43 3008 12622 13418 796 319 214 263 3008
mProjectPP 3 3008 114 1327 1213 283 529 401 3008
mProjectPP 5 3008 0 1253 1253 272 536 445 3008
mProjectPP 8 3008 77 1314 1237 264 530 443 3008
mProjectPP 10 3008 90 1321 1231 286 529 416 3008
mProjectPP 2 3008 26 1293 1267 265 526 476 3008
mProjectPP 7 3008 75 1343 1268 257 528 483 3008
mProjectPP 4 3008 61 1373 1312 267 530 515 3008
mProjectPP 6 3008 105 1388 1283 262 529 492 3008
mProjectPP 9 3008 69 1385 1316 287 536 493 3008
mProjectPP 1 3008 48 1447 1399 281 533 585 3008
mDiffFit 17 3008 1660 2287 627 367 45 215 3008
mDiffFit 22 3008 1672 2309 637 357 49 231 3008
mDiffFit 27 3008 1652 2316 664 384 45 235 3008
mDiffFit 12 3008 1727 2374 647 365 54 228 3008
mDiffFit 26 3008 1666 2420 754 390 75 289 3008
mDiffFit 20 3008 1672 2428 756 347 67 342 3008
mDiffFit 25 3008 1714 2416 702 419 41 242 3008
mDiffFit 23 3008 1768 2481 713 390 46 277 3008
mDiffFit 24 3008 1745 2450 705 382 69 254 3008
mDiffFit 21 3008 1735 2470 735 379 66 290 3008
mDiffFit 13 3008 1711 2450 739 411 67 261 3008
mDiffFit 16 3008 1700 2491 791 384 70 337 3008
mDiffFit 11 3008 1740 2518 778 394 70 314 3008
mDiffFit 15 3008 1698 2693 995 665 49 281 3008
mDiffFit 14 3008 1759 2834 1075 779 40 256 3008
mDiffFit 19 3008 1676 3428 1752 1411 55 286 3008
mDiffFit 18 3008 1648 4312 2664 2264 66 334 3008
mConcatFit 28 3008 4602 5047 445 184 114 147 3008
mBgModel 29 3008 5211 7097 1886 112 1644 130 3008
mBackground 31 3008 7438 8212 774 309 38 427 3008
mBackground 38 3008 7431 8206 775 296 38 441 3008
mBackground 36 3008 7535 8278 743 318 44 381 3008
mBackground 34 3008 7460 8273 813 302 43 468 3008
mBackground 37 3008 7490 8281 791 315 39 437 3008
mBackground 33 3008 7407 8228 821 358 38 425 3008
mBackground 35 3008 7430 8287 857 347 40 470 3008
mBackground 32 3008 7464 8343 879 385 39 455 3008
mBackground 39 3008 7492 8370 878 339 39 500 3008
mBackground 30 3008 7453 8390 937 369 53 515 3008
mImgtbl 40 3008 8534 10053 1519 1323 39 157 3008
mAdd 41 3008 10344 12549 2205 1470 114 621 3008
mShrink 42 3008 12676 13533 857 323 81 453 3008
mJPEG 43 3008 13678 14466 788 352 221 215 3008
