generateData.js 1 3008 1557746854597 1557746855159 562 1557746854722 1557746855055 333 118 93 122 3008
createDat.js 2 3008 1557746855164 1557746855712 548 1557746855247 1557746855577 330 103 92 135 3008
createDat.js 5 3008 1557746855170 1557746855714 544 1557746855246 1557746855572 326 101 93 132 3008
createDat.js 4 3008 1557746855169 1557746855714 545 1557746855261 1557746855616 355 109 99 147 3008
createDat.js 3 3008 1557746855165 1557746855764 599 1557746855245 1557746855632 387 150 100 137 3008
ellipsoids-openmp 67 3008 1557746855769 1557746857781 2012 1557746856086 1557746857728 1642 107 1345 190 3008
ellipsoids-openmp 72 3008 1557746855771 1557746857790 2019 1557746856062 1557746857709 1647 122 1321 204 3008
ellipsoids-openmp 77 3008 1557746855773 1557746857829 2056 1557746856102 1557746857780 1678 106 1362 210 3008
ellipsoids-openmp 15 3008 1557746855738 1557746857841 2103 1557746856021 1557746857752 1731 113 1446 172 3008
ellipsoids-openmp 13 3008 1557746855737 1557746857855 2118 1557746856009 1557746857754 1745 110 1438 197 3008
ellipsoids-openmp 17 3008 1557746855739 1557746857926 2187 1557746856008 1557746857815 1807 113 1489 205 3008
ellipsoids-openmp 21 3008 1557746855740 1557746857937 2197 1557746856041 1557746857857 1816 131 1479 206 3008
ellipsoids-openmp 23 3008 1557746855741 1557746857940 2199 1557746856075 1557746857895 1820 99 1556 165 3008
ellipsoids-openmp 71 3008 1557746855771 1557746857975 2204 1557746856309 1557746857910 1601 109 1310 182 3008
ellipsoids-openmp 20 3008 1557746855740 1557746857988 2248 1557746856021 1557746857890 1869 113 1564 192 3008
ellipsoids-openmp 69 3008 1557746855770 1557746858036 2266 1557746856268 1557746857940 1672 108 1393 171 3008
ellipsoids-openmp 68 3008 1557746855770 1557746858041 2271 1557746856291 1557746857963 1672 112 1349 211 3008
ellipsoids-openmp 66 3008 1557746855769 1557746858046 2277 1557746856345 1557746858030 1685 107 1387 191 3008
ellipsoids-openmp 70 3008 1557746855770 1557746858060 2290 1557746856317 1557746858003 1686 116 1400 170 3008
ellipsoids-openmp 74 3008 1557746855772 1557746858061 2289 1557746856273 1557746857948 1675 125 1366 184 3008
ellipsoids-openmp 80 3008 1557746855774 1557746858064 2290 1557746856309 1557746857993 1684 125 1378 181 3008
ellipsoids-openmp 85 3008 1557746855775 1557746858075 2300 1557746856335 1557746858008 1673 111 1343 219 3008
ellipsoids-openmp 84 3008 1557746855775 1557746858078 2303 1557746856306 1557746857991 1685 118 1360 207 3008
ellipsoids-openmp 22 3008 1557746855740 1557746858085 2345 1557746856246 1557746857992 1746 117 1419 210 3008
ellipsoids-openmp 14 3008 1557746855737 1557746858086 2349 1557746856264 1557746858007 1743 107 1472 164 3008
ellipsoids-openmp 73 3008 1557746855771 1557746858086 2315 1557746856293 1557746858005 1712 123 1424 165 3008
ellipsoids-openmp 79 3008 1557746855774 1557746858094 2320 1557746856300 1557746858002 1702 110 1389 203 3008
ellipsoids-openmp 82 3008 1557746855774 1557746858096 2322 1557746856295 1557746857998 1703 105 1403 195 3008
ellipsoids-openmp 19 3008 1557746855739 1557746858103 2364 1557746856281 1557746858043 1762 107 1477 178 3008
ellipsoids-openmp 81 3008 1557746855774 1557746858107 2333 1557746856318 1557746858042 1724 128 1380 216 3008
ellipsoids-openmp 10 3008 1557746855736 1557746858109 2373 1557746856254 1557746858033 1779 113 1468 198 3008
ellipsoids-openmp 76 3008 1557746855772 1557746858117 2345 1557746856292 1557746858031 1739 120 1419 200 3008
ellipsoids-openmp 11 3008 1557746855737 1557746858118 2381 1557746856260 1557746858042 1782 114 1483 185 3008
ellipsoids-openmp 39 3008 1557746855829 1557746858122 2293 1557746856394 1557746858058 1664 107 1359 198 3008
ellipsoids-openmp 28 3008 1557746855826 1557746858123 2297 1557746856352 1557746858026 1674 106 1369 199 3008
ellipsoids-openmp 18 3008 1557746855739 1557746858123 2384 1557746856277 1557746858051 1774 126 1450 198 3008
ellipsoids-openmp 30 3008 1557746855826 1557746858132 2306 1557746856372 1557746858056 1684 147 1325 212 3008
ellipsoids-openmp 25 3008 1557746855741 1557746858133 2392 1557746856278 1557746858056 1778 121 1454 203 3008
ellipsoids-openmp 38 3008 1557746855828 1557746858135 2307 1557746856367 1557746858046 1679 125 1348 206 3008
ellipsoids-openmp 7 3008 1557746855742 1557746858137 2395 1557746856248 1557746858032 1784 122 1495 167 3008
ellipsoids-openmp 31 3008 1557746855826 1557746858138 2312 1557746856355 1557746858045 1690 117 1375 198 3008
ellipsoids-openmp 26 3008 1557746855825 1557746858143 2318 1557746856379 1557746858068 1689 132 1349 208 3008
ellipsoids-openmp 78 3008 1557746855773 1557746858148 2375 1557746856331 1557746858090 1759 123 1427 209 3008
ellipsoids-openmp 16 3008 1557746855738 1557746858149 2411 1557746856294 1557746858098 1804 125 1476 203 3008
ellipsoids-openmp 33 3008 1557746855827 1557746858154 2327 1557746856406 1557746858116 1710 147 1357 206 3008
ellipsoids-openmp 41 3008 1557746855829 1557746858155 2326 1557746856385 1557746858083 1698 119 1397 182 3008
ellipsoids-openmp 32 3008 1557746855827 1557746858156 2329 1557746856367 1557746858076 1709 133 1394 182 3008
ellipsoids-openmp 29 3008 1557746855826 1557746858159 2333 1557746856358 1557746858060 1702 128 1355 219 3008
ellipsoids-openmp 40 3008 1557746855829 1557746858160 2331 1557746856368 1557746858072 1704 110 1432 162 3008
ellipsoids-openmp 47 3008 1557746855776 1557746858170 2394 1557746856301 1557746858081 1780 106 1464 210 3008
ellipsoids-openmp 6 3008 1557746855742 1557746858170 2428 1557746856269 1557746858087 1818 108 1509 201 3008
ellipsoids-openmp 83 3008 1557746855775 1557746858173 2398 1557746856339 1557746858031 1692 114 1373 205 3008
ellipsoids-openmp 43 3008 1557746855830 1557746858174 2344 1557746856385 1557746858092 1707 110 1422 175 3008
ellipsoids-openmp 44 3008 1557746855843 1557746858175 2332 1557746856380 1557746858093 1713 157 1389 167 3008
ellipsoids-openmp 9 3008 1557746855759 1557746858176 2417 1557746856284 1557746858096 1812 113 1501 198 3008
ellipsoids-openmp 27 3008 1557746855825 1557746858177 2352 1557746856377 1557746858104 1727 114 1406 207 3008
ellipsoids-openmp 35 3008 1557746855827 1557746858177 2350 1557746856391 1557746858110 1719 143 1374 202 3008
ellipsoids-openmp 8 3008 1557746855758 1557746858186 2428 1557746856271 1557746858103 1832 111 1520 201 3008
ellipsoids-openmp 12 3008 1557746855737 1557746858187 2450 1557746856271 1557746858129 1858 117 1551 190 3008
ellipsoids-openmp 75 3008 1557746855772 1557746858189 2417 1557746856299 1557746858105 1806 176 1390 240 3008
ellipsoids-openmp 53 3008 1557746855778 1557746858193 2415 1557746856356 1557746858116 1760 111 1439 210 3008
ellipsoids-openmp 34 3008 1557746855827 1557746858194 2367 1557746856378 1557746858109 1731 119 1418 194 3008
ellipsoids-openmp 51 3008 1557746855777 1557746858201 2424 1557746856355 1557746858135 1780 119 1488 173 3008
ellipsoids-openmp 37 3008 1557746855828 1557746858209 2381 1557746856368 1557746858127 1759 146 1401 212 3008
ellipsoids-openmp 63 3008 1557746855781 1557746858212 2431 1557746856387 1557746858162 1775 108 1466 201 3008
ellipsoids-openmp 24 3008 1557746855741 1557746858213 2472 1557746856216 1557746858072 1856 127 1562 167 3008
ellipsoids-openmp 46 3008 1557746855775 1557746858214 2439 1557746856308 1557746858129 1821 124 1482 215 3008
ellipsoids-openmp 57 3008 1557746855779 1557746858219 2440 1557746856346 1557746858135 1789 117 1484 188 3008
ellipsoids-openmp 61 3008 1557746855780 1557746858220 2440 1557746856329 1557746858115 1786 121 1459 206 3008
ellipsoids-openmp 54 3008 1557746855778 1557746858225 2447 1557746856330 1557746858128 1798 113 1488 197 3008
ellipsoids-openmp 56 3008 1557746855778 1557746858226 2448 1557746856371 1557746858169 1798 119 1495 184 3008
ellipsoids-openmp 45 3008 1557746855844 1557746858229 2385 1557746856375 1557746858141 1766 196 1345 225 3008
ellipsoids-openmp 50 3008 1557746855777 1557746858234 2457 1557746856372 1557746858181 1809 131 1472 206 3008
ellipsoids-openmp 36 3008 1557746855828 1557746858235 2407 1557746856363 1557746858143 1780 110 1370 300 3008
ellipsoids-openmp 58 3008 1557746855779 1557746858242 2463 1557746856395 1557746858178 1783 107 1470 206 3008
ellipsoids-openmp 48 3008 1557746855776 1557746858243 2467 1557746856344 1557746858164 1820 136 1471 213 3008
ellipsoids-openmp 62 3008 1557746855780 1557746858243 2463 1557746856343 1557746858146 1803 120 1520 163 3008
ellipsoids-openmp 60 3008 1557746855780 1557746858246 2466 1557746856376 1557746858180 1804 119 1484 201 3008
ellipsoids-openmp 52 3008 1557746855777 1557746858250 2473 1557746856395 1557746858168 1773 119 1470 184 3008
ellipsoids-openmp 55 3008 1557746855778 1557746858264 2486 1557746856332 1557746858155 1823 116 1480 227 3008
ellipsoids-openmp 49 3008 1557746855776 1557746858281 2505 1557746856432 1557746858232 1800 115 1472 213 3008
ellipsoids-openmp 65 3008 1557746855808 1557746858293 2485 1557746856356 1557746858199 1843 118 1488 237 3008
ellipsoids-openmp 64 3008 1557746855808 1557746858299 2491 1557746856357 1557746858212 1855 116 1515 224 3008
ellipsoids-openmp 59 3008 1557746855779 1557746858310 2531 1557746856337 1557746858183 1846 112 1530 204 3008
mean-pack-ell 89 3008 1557746858192 1557746858979 787 1557746858293 1557746858666 373 242 17 114 3008
mean-pack-ell 86 3008 1557746858279 1557746858988 709 1557746858422 1557746858793 371 240 18 113 3008
ellipsoids-openmp 42 3008 1557746855830 1557746859268 3438 1557746856381 1557746859191 2810 141 1451 1218 3008
mean-pack-ell 88 3008 1557746858357 1557746859703 1346 1557746858472 1557746859459 987 853 18 116 3008
mean-pack-ell 87 3008 1557746859275 1557746859831 556 1557746859378 1557746859752 374 240 18 116 3008
summary.js 90 3008 1557746859837 1557746860413 576 1557746859937 1557746860320 383 128 103 152 3008
