task id resource request_start request_end request_duration start end time downloaded executed uploaded type
generateData.js 1 256 0 4033 4033 3601 4774 1173 200 782 191 256
createDat.js 3 256 4042 5459 1417 5185 6222 1037 128 769 140 256
createDat.js 2 256 4039 5460 1421 5139 6186 1047 117 769 161 256
createDat.js 5 256 4044 5461 1417 5169 6263 1094 145 773 176 256
createDat.js 4 256 4043 7201 3158 5717 7751 2034 961 822 251 256
ellipsoids-openmp 6 256 5470 23793 18323 6731 24507 17776 135 17400 241 256
ellipsoids-openmp 17 256 5476 23795 18319 6709 24508 17799 126 17449 224 256
ellipsoids-openmp 16 256 5476 24406 18930 7253 25088 17835 917 16521 397 256
ellipsoids-openmp 10 256 5466 24408 18942 7314 25147 17833 951 16563 319 256
ellipsoids-openmp 11 256 5467 24411 18944 7274 25195 17921 924 16642 355 256
ellipsoids-openmp 7 256 5471 24595 19124 6767 25460 18693 120 18314 259 256
ellipsoids-openmp 9 256 5470 24764 19294 7284 25587 18303 944 17002 357 256
ellipsoids-openmp 15 256 5471 25072 19601 7259 25837 18578 930 17323 325 256
ellipsoids-openmp 8 256 5471 25533 20062 7277 26020 18743 981 17423 339 256
ellipsoids-openmp 13 256 7208 25536 18328 8299 26062 17763 147 17380 236 256
mean-pack-ell 19 256 24770 25602 832 25867 26424 557 252 149 156 256
mean-pack-ell 21 256 25077 26353 1276 26436 26947 511 292 23 196 256
mean-pack-ell 18 256 25541 26354 813 26543 27090 547 254 161 132 256
ellipsoids-openmp 14 256 7211 26529 19318 8826 27283 18457 940 17163 354 256
ellipsoids-openmp 12 256 7208 26762 19554 8852 27497 18645 902 17403 340 256
mean-pack-ell 20 256 26767 27603 836 27848 28388 540 266 122 152 256
summary.js 22 256 27610 29525 1915 28648 29915 1267 306 801 160 256
generateData.js 1 256 0 2056 2056 1416 2503 1087 119 792 176 256
createDat.js 4 256 2066 3689 1623 3129 4328 1199 175 841 183 256
createDat.js 5 256 2068 3691 1623 3139 4314 1175 164 854 157 256
createDat.js 2 256 2061 3693 1632 3208 4421 1213 170 821 222 256
createDat.js 3 256 2062 3693 1631 3170 4389 1219 277 782 160 256
ellipsoids-openmp 15 256 3705 20882 17177 4875 21554 16679 123 16340 216 256
ellipsoids-openmp 17 256 3709 20917 17208 4794 21694 16900 150 16504 246 256
ellipsoids-openmp 16 256 3709 20944 17235 4981 21783 16802 142 16353 307 256
ellipsoids-openmp 11 256 3716 20962 17246 4932 21753 16821 186 16331 304 256
ellipsoids-openmp 9 256 3717 20994 17277 4979 21825 16846 145 16391 310 256
ellipsoids-openmp 10 256 3716 21039 17323 4935 21833 16898 117 16512 269 256
ellipsoids-openmp 14 256 3705 21113 17408 4936 21903 16967 112 16572 283 256
ellipsoids-openmp 7 256 3710 21118 17408 4858 21878 17020 172 16586 262 256
ellipsoids-openmp 8 256 3710 21211 17501 4959 22027 17068 123 16692 253 256
ellipsoids-openmp 12 256 3702 21294 17592 5007 22159 17152 118 16746 288 256
ellipsoids-openmp 13 256 3704 21699 17995 4950 22290 17340 143 16895 302 256
ellipsoids-openmp 6 256 3710 21700 17990 4921 22293 17372 151 16867 354 256
mean-pack-ell 19 256 21045 21700 655 22081 22473 392 219 14 159 256
mean-pack-ell 21 256 20949 21701 752 21901 22458 557 275 103 179 256
mean-pack-ell 18 256 21707 22417 710 22793 23196 403 241 2 160 256
mean-pack-ell 20 256 21705 22509 804 22737 23269 532 359 2 171 256
summary.js 22 256 22512 24158 1646 23546 24837 1291 271 880 140 256
generateData.js 1 256 0 2369 2369 1821 2909 1088 163 769 156 256
createDat.js 3 256 2377 3900 1523 3450 4536 1086 151 772 163 256
createDat.js 2 256 2375 3902 1527 3507 4614 1107 166 758 183 256
createDat.js 5 256 2381 3903 1522 3515 4637 1122 154 806 162 256
createDat.js 4 256 2378 3940 1562 3564 4742 1178 213 808 157 256
ellipsoids-openmp 9 256 3918 21614 17696 4984 21201 16217 161 15771 285 256
ellipsoids-openmp 11 256 3913 21617 17704 5054 21254 16200 187 15774 239 256
ellipsoids-openmp 10 256 3913 21618 17705 4957 21826 16869 146 16432 291 256
ellipsoids-openmp 6 256 3918 21619 17701 4949 21929 16980 113 16651 216 256
ellipsoids-openmp 7 256 3919 21621 17702 5066 22065 16999 126 16660 213 256
ellipsoids-openmp 16 256 3923 21622 17699 5112 22085 16973 169 16450 354 256
ellipsoids-openmp 15 256 3922 21622 17700 5005 22193 17188 144 16761 283 256
ellipsoids-openmp 12 256 3947 21624 17677 5054 22248 17194 153 16780 261 256
ellipsoids-openmp 13 256 3950 21625 17675 5006 22309 17303 192 16826 285 256
ellipsoids-openmp 17 256 3925 21635 17710 5064 22426 17362 178 16862 322 256
ellipsoids-openmp 8 256 3919 21794 17875 4972 22597 17625 120 17232 273 256
