generateData.js 1 1024 1557748759195 1557748759859 664 1557748759341 1557748759766 425 108 186 131 sdbcs
createDat.js 5 1536 1557748759865 1557748760502 637 1557748759948 1557748760297 349 106 118 125 sdbcs
createDat.js 3 1536 1557748759866 1557748760503 637 1557748760003 1557748760383 380 118 120 142 sdbcs
createDat.js 2 1024 1557748759875 1557748760720 845 1557748760211 1557748760650 439 104 181 154 sdbcs
createDat.js 4 512 1557748759871 1557748760733 862 1557748760024 1557748760704 680 121 370 189 sdbcs
ellipsoids-openmp 189 2048 1557748760535 1557748763318 2783 1557748760951 1557748763198 2247 109 1941 197 sdbcs
ellipsoids-openmp 183 2048 1557748760536 1557748763421 2885 1557748761199 1557748763376 2177 105 1913 159 sdbcs
ellipsoids-openmp 165 2048 1557748760537 1557748763451 2914 1557748761203 1557748763396 2193 116 1911 166 sdbcs
ellipsoids-openmp 175 2048 1557748760534 1557748763454 2920 1557748761215 1557748763431 2216 107 1950 159 sdbcs
ellipsoids-openmp 190 2048 1557748760544 1557748763488 2944 1557748761211 1557748763435 2224 108 1922 194 sdbcs
ellipsoids-openmp 174 2048 1557748760545 1557748763492 2947 1557748761257 1557748763422 2165 106 1802 257 sdbcs
ellipsoids-openmp 164 2048 1557748760538 1557748763503 2965 1557748761198 1557748763440 2242 116 1937 189 sdbcs
ellipsoids-openmp 188 2048 1557748760584 1557748763505 2921 1557748761295 1557748763462 2167 121 1824 222 sdbcs
ellipsoids-openmp 185 2048 1557748760538 1557748763515 2977 1557748761237 1557748763497 2260 105 1970 185 sdbcs
ellipsoids-openmp 157 2048 1557748760547 1557748763521 2974 1557748761253 1557748763443 2190 109 1879 202 sdbcs
ellipsoids-openmp 163 2048 1557748760547 1557748763536 2989 1557748761263 1557748763473 2210 105 1905 200 sdbcs
ellipsoids-openmp 171 2048 1557748760543 1557748763540 2997 1557748761238 1557748763456 2218 124 1892 202 sdbcs
ellipsoids-openmp 159 2048 1557748760582 1557748763565 2983 1557748761254 1557748763486 2232 105 1904 223 sdbcs
ellipsoids-openmp 200 2048 1557748760542 1557748763568 3026 1557748761188 1557748763496 2308 117 1997 194 sdbcs
ellipsoids-openmp 166 2048 1557748760539 1557748763574 3035 1557748761157 1557748763433 2276 116 1945 215 sdbcs
ellipsoids-openmp 156 2048 1557748760603 1557748763576 2973 1557748761284 1557748763519 2235 116 1935 184 sdbcs
ellipsoids-openmp 178 2048 1557748760582 1557748763595 3013 1557748761253 1557748763511 2258 117 1934 207 sdbcs
ellipsoids-openmp 172 2048 1557748760584 1557748763622 3038 1557748761264 1557748763553 2289 158 1915 216 sdbcs
ellipsoids-openmp 181 2048 1557748760539 1557748763629 3090 1557748761198 1557748763548 2350 110 2005 235 sdbcs
ellipsoids-openmp 158 2048 1557748760548 1557748763635 3087 1557748761241 1557748763486 2245 127 1940 178 sdbcs
ellipsoids-openmp 170 2048 1557748760586 1557748763651 3065 1557748761286 1557748763543 2257 106 1937 214 sdbcs
ellipsoids-openmp 167 2048 1557748760585 1557748763654 3069 1557748761199 1557748763480 2281 127 1971 183 sdbcs
ellipsoids-openmp 161 2048 1557748760545 1557748763727 3182 1557748761240 1557748763672 2432 334 1930 168 sdbcs
ellipsoids-openmp 160 2048 1557748760583 1557748763735 3152 1557748761240 1557748763638 2398 122 2015 261 sdbcs
ellipsoids-openmp 52 2048 1557748760768 1557748763837 3069 1557748761402 1557748763766 2364 130 2068 166 sdbcs
ellipsoids-openmp 44 2048 1557748760774 1557748763880 3106 1557748761419 1557748763819 2400 110 2094 196 sdbcs
ellipsoids-openmp 122 2048 1557748760861 1557748763904 3043 1557748761451 1557748763816 2365 121 2062 182 sdbcs
ellipsoids-openmp 201 1536 1557748760535 1557748763927 3392 1557748760963 1557748763880 2917 110 2590 217 sdbcs
ellipsoids-openmp 125 1536 1557748760866 1557748764467 3601 1557748761459 1557748764390 2931 121 2643 167 sdbcs
ellipsoids-openmp 112 1536 1557748760860 1557748764468 3608 1557748761397 1557748764339 2942 110 2661 171 sdbcs
ellipsoids-openmp 120 1536 1557748760858 1557748764473 3615 1557748761429 1557748764368 2939 113 2666 160 sdbcs
ellipsoids-openmp 150 1536 1557748760862 1557748764476 3614 1557748761457 1557748764399 2942 106 2635 201 sdbcs
ellipsoids-openmp 134 1536 1557748760864 1557748764485 3621 1557748761459 1557748764406 2947 110 2632 205 sdbcs
ellipsoids-openmp 43 1536 1557748760769 1557748764489 3720 1557748761402 1557748764410 3008 103 2726 179 sdbcs
ellipsoids-openmp 142 1536 1557748760853 1557748764495 3642 1557748761443 1557748764432 2989 105 2698 186 sdbcs
ellipsoids-openmp 49 1536 1557748760772 1557748764498 3726 1557748761388 1557748764404 3016 104 2726 186 sdbcs
ellipsoids-openmp 107 1536 1557748760858 1557748764514 3656 1557748761493 1557748764485 2992 117 2706 169 sdbcs
ellipsoids-openmp 115 1536 1557748760854 1557748764528 3674 1557748761394 1557748764403 3009 101 2696 212 sdbcs
ellipsoids-openmp 127 1536 1557748760863 1557748764529 3666 1557748761408 1557748764399 2991 106 2669 216 sdbcs
ellipsoids-openmp 7 1536 1557748760776 1557748764542 3766 1557748761416 1557748764466 3050 103 2766 181 sdbcs
