task id resource request_start request_end request_duration start end time downloaded executed uploaded type
generateData.js 1 1024 0 770 770 157 623 466 147 181 138 sdbcs
createDat.js 5 1536 776 1311 535 836 1182 346 111 118 117 sdbcs
createDat.js 2 1024 777 1389 612 899 1327 428 122 181 125 sdbcs
createDat.js 3 1536 776 1518 742 880 1348 468 120 116 232 sdbcs
createDat.js 4 512 777 1684 907 938 1633 695 174 366 155 sdbcs
ellipsoids-openmp 189 2048 1334 4149 2815 1705 3956 2251 110 1982 159 sdbcs
ellipsoids-openmp 175 2048 1333 4151 2818 1692 4033 2341 116 2003 222 sdbcs
ellipsoids-openmp 183 2048 1335 4154 2819 1720 4068 2348 123 2003 222 sdbcs
ellipsoids-openmp 164 2048 1339 4176 2837 1818 4093 2275 115 1988 172 sdbcs
ellipsoids-openmp 171 2048 1345 4225 2880 1768 4091 2323 109 2024 190 sdbcs
ellipsoids-openmp 165 2048 1338 4330 2992 2069 4262 2193 119 1876 198 sdbcs
ellipsoids-openmp 159 2048 1350 4355 3005 2105 4309 2204 115 1925 164 sdbcs
ellipsoids-openmp 166 2048 1340 4386 3046 2054 4311 2257 103 1944 210 sdbcs
ellipsoids-openmp 174 2048 1347 4392 3045 2089 4346 2257 110 1929 218 sdbcs
ellipsoids-openmp 190 2048 1346 4398 3052 2034 4298 2264 108 1909 247 sdbcs
ellipsoids-openmp 157 2048 1349 4400 3051 2106 4361 2255 124 1942 189 sdbcs
ellipsoids-openmp 170 2048 1386 4417 3031 2081 4334 2253 113 1925 215 sdbcs
ellipsoids-openmp 172 2048 1351 4429 3078 2087 4365 2278 120 1984 174 sdbcs
ellipsoids-openmp 181 2048 1340 4441 3101 2042 4363 2321 121 2041 159 sdbcs
ellipsoids-openmp 156 2048 1387 4443 3056 2089 4371 2282 105 1973 204 sdbcs
ellipsoids-openmp 185 2048 1339 4449 3110 2044 4371 2327 115 2032 180 sdbcs
ellipsoids-openmp 158 2048 1350 4455 3105 2078 4383 2305 133 1984 188 sdbcs
ellipsoids-openmp 160 2048 1351 4459 3108 2095 4404 2309 109 2008 192 sdbcs
ellipsoids-openmp 178 2048 1350 4463 3113 2090 4405 2315 127 2014 174 sdbcs
ellipsoids-openmp 163 2048 1349 4464 3115 2087 4408 2321 127 1986 208 sdbcs
ellipsoids-openmp 167 2048 1352 4464 3112 2080 4384 2304 125 1998 181 sdbcs
ellipsoids-openmp 161 2048 1346 4482 3136 2115 4458 2343 104 2023 216 sdbcs
ellipsoids-openmp 188 2048 1351 4489 3138 2093 4427 2334 133 2010 191 sdbcs
ellipsoids-openmp 44 2048 1414 4757 3343 2144 4575 2431 107 2124 200 sdbcs
ellipsoids-openmp 52 2048 1411 4758 3347 2127 4609 2482 117 2140 225 sdbcs
ellipsoids-openmp 122 2048 1735 4793 3058 2349 4761 2412 116 2102 194 sdbcs
ellipsoids-openmp 201 1536 1334 4832 3498 1791 4752 2961 111 2664 186 sdbcs
ellipsoids-openmp 200 2048 1344 5032 3688 2070 4975 2905 119 1997 789 sdbcs
ellipsoids-openmp 43 1536 1411 5376 3965 2049 5078 3029 115 2727 187 sdbcs
ellipsoids-openmp 49 1536 1413 5378 3965 2129 5192 3063 110 2666 287 sdbcs
ellipsoids-openmp 150 1536 1736 5379 3643 2235 5149 2914 109 2641 164 sdbcs
ellipsoids-openmp 110 1536 1740 5380 3640 2302 5221 2919 108 2615 196 sdbcs
ellipsoids-openmp 113 1536 1737 5380 3643 2297 5226 2929 105 2617 207 sdbcs
ellipsoids-openmp 119 1536 1728 5381 3653 2272 5235 2963 121 2632 210 sdbcs
ellipsoids-openmp 125 1536 1740 5382 3642 2305 5267 2962 107 2650 205 sdbcs
ellipsoids-openmp 148 1536 1726 5382 3656 2234 5233 2999 126 2660 213 sdbcs
ellipsoids-openmp 126 1536 1732 5383 3651 2257 5242 2985 113 2658 214 sdbcs
ellipsoids-openmp 132 1536 1731 5383 3652 2339 5328 2989 108 2688 193 sdbcs
ellipsoids-openmp 127 1536 1737 5384 3647 2270 5249 2979 106 2692 181 sdbcs
ellipsoids-openmp 114 1536 1730 5384 3654 2315 5330 3015 110 2694 211 sdbcs
ellipsoids-openmp 7 1536 1415 5384 3969 2094 5264 3170 120 2813 237 sdbcs
ellipsoids-openmp 142 1536 1727 5387 3660 2308 5333 3025 109 2751 165 sdbcs
ellipsoids-openmp 107 1536 1732 5395 3663 2239 5264 3025 112 2695 218 sdbcs
ellipsoids-openmp 121 1536 1737 5396 3659 2309 5336 3027 112 2718 197 sdbcs
ellipsoids-openmp 124 1536 1729 5404 3675 2307 5354 3047 115 2751 181 sdbcs
ellipsoids-openmp 130 1536 1777 5417 3640 2249 5278 3029 121 2739 169 sdbcs
ellipsoids-openmp 129 1536 1734 5423 3689 2302 5360 3058 113 2743 202 sdbcs
ellipsoids-openmp 118 1536 1738 5428 3690 2342 5399 3057 111 2761 185 sdbcs
ellipsoids-openmp 115 1536 1727 5453 3726 2294 5378 3084 121 2760 203 sdbcs
ellipsoids-openmp 117 1536 1726 5469 3743 2332 5430 3098 110 2772 216 sdbcs
ellipsoids-openmp 133 1536 1726 5486 3760 2282 5420 3138 114 2856 168 sdbcs
ellipsoids-openmp 143 1536 1728 5492 3764 2273 5412 3139 104 2848 187 sdbcs
ellipsoids-openmp 106 1536 1739 5493 3754 2287 5407 3120 109 2834 177 sdbcs
ellipsoids-openmp 112 1536 1734 5498 3764 2316 5445 3129 113 2838 178 sdbcs
ellipsoids-openmp 116 1536 1731 5500 3769 2270 5416 3146 105 2829 212 sdbcs
ellipsoids-openmp 123 1536 1733 5503 3770 2247 5378 3131 109 2814 208 sdbcs
ellipsoids-openmp 134 1536 1738 5508 3770 2288 5415 3127 116 2814 197 sdbcs
ellipsoids-openmp 109 1536 1738 5512 3774 2253 5389 3136 115 2846 175 sdbcs
ellipsoids-openmp 120 1536 1732 5566 3834 2286 5491 3205 114 2847 244 sdbcs
ellipsoids-openmp 205 1024 1334 6329 4995 1711 6056 4345 108 4043 194 sdbcs
ellipsoids-openmp 186 1024 1385 6331 4946 1851 6066 4215 130 3911 174 sdbcs
ellipsoids-openmp 196 1024 1338 6332 4994 1835 6086 4251 106 3933 212 sdbcs
ellipsoids-openmp 194 1024 1333 6333 5000 1726 6092 4366 135 4029 202 sdbcs
ellipsoids-openmp 187 1024 1346 6334 4988 2047 6132 4085 117 3767 201 sdbcs
ellipsoids-openmp 202 1024 1335 6334 4999 1786 6175 4389 118 4064 207 sdbcs
ellipsoids-openmp 176 1024 1341 6335 4994 1828 6194 4366 112 4058 196 sdbcs
ellipsoids-openmp 198 1024 1338 6336 4998 1834 6237 4403 110 4061 232 sdbcs
ellipsoids-openmp 203 1024 1339 6336 4997 1835 6240 4405 115 3838 452 sdbcs
ellipsoids-openmp 204 1024 1335 6341 5006 2031 6274 4243 120 3941 182 sdbcs
ellipsoids-openmp 180 1024 1345 6364 5019 2067 6289 4222 123 3876 223 sdbcs
ellipsoids-openmp 177 1024 1336 6382 5046 1952 6293 4341 115 4007 219 sdbcs
ellipsoids-openmp 197 1024 1348 6384 5036 2084 6316 4232 107 3915 210 sdbcs
ellipsoids-openmp 169 1024 1382 6385 5003 2089 6305 4216 115 3884 217 sdbcs
ellipsoids-openmp 94 1024 1565 6436 4871 2243 6326 4083 114 3783 186 sdbcs
ellipsoids-openmp 97 1024 1567 6437 4870 2252 6343 4091 111 3791 189 sdbcs
ellipsoids-openmp 162 1024 1349 6438 5089 2086 6367 4281 120 3992 169 sdbcs
ellipsoids-openmp 179 1024 1352 6438 5086 2078 6348 4270 115 3956 199 sdbcs
ellipsoids-openmp 173 1024 1337 6464 5127 2059 6402 4343 126 4035 182 sdbcs
ellipsoids-openmp 93 1024 1561 6473 4912 2237 6401 4164 115 3831 218 sdbcs
ellipsoids-openmp 182 1024 1344 6478 5134 2094 6447 4353 109 4013 231 sdbcs
ellipsoids-openmp 193 1024 1348 6484 5136 2080 6404 4324 132 3987 205 sdbcs
ellipsoids-openmp 72 1024 1576 6502 4926 2272 6439 4167 123 3856 188 sdbcs
ellipsoids-openmp 184 1024 1347 6505 5158 2069 6438 4369 121 4021 227 sdbcs
ellipsoids-openmp 86 1024 1568 6510 4942 2262 6452 4190 120 3903 167 sdbcs
ellipsoids-openmp 191 1024 1347 6534 5187 2049 6437 4388 108 4062 218 sdbcs
ellipsoids-openmp 89 1024 1571 6536 4965 2263 6477 4214 109 3920 185 sdbcs
ellipsoids-openmp 168 1024 1350 6536 5186 2087 6465 4378 105 4058 215 sdbcs
ellipsoids-openmp 65 1024 1566 6543 4977 2242 6471 4229 107 3944 178 sdbcs
ellipsoids-openmp 88 1024 1565 6554 4989 2247 6491 4244 117 3915 212 sdbcs
ellipsoids-openmp 45 1024 1418 6568 5150 2132 6493 4361 140 4046 175 sdbcs
ellipsoids-openmp 199 1024 1337 6570 5233 2081 6524 4443 127 4100 216 sdbcs
