task id resource request_start request_end request_duration start end time downloaded executed uploaded type
generateData.js 1 256 0 1673 1673 442 1550 1108 142 795 171 256
createDat.js 3 256 1682 3556 1874 2082 3132 1050 119 778 153 256
createDat.js 4 256 1686 3557 1871 2169 3354 1185 160 849 176 256
createDat.js 2 256 1681 3558 1877 2131 3296 1165 150 830 185 256
createDat.js 5 256 1688 3559 1871 2155 3327 1172 168 832 172 256
ellipsoids-openmp 44 256 3598 20494 16896 4187 20419 16232 127 15858 247 256
ellipsoids-openmp 28 256 3592 20506 16914 3901 20392 16491 137 16101 253 256
ellipsoids-openmp 26 256 3591 20571 16980 3901 20463 16562 144 16087 331 256
ellipsoids-openmp 32 256 3593 20684 17091 4163 20591 16428 167 16027 234 256
ellipsoids-openmp 36 256 3595 20733 17138 3917 20629 16712 167 16244 301 256
ellipsoids-openmp 29 256 3592 20813 17221 3982 20785 16803 123 16412 268 256
ellipsoids-openmp 43 256 3598 20865 17267 4252 20823 16571 193 16086 292 256
ellipsoids-openmp 46 256 3621 20952 17331 4244 20873 16629 170 16190 269 256
ellipsoids-openmp 27 256 3592 20998 17406 3876 20860 16984 117 16578 289 256
ellipsoids-openmp 33 256 3594 21016 17422 4213 20939 16726 176 16243 307 256
ellipsoids-openmp 45 256 3618 21053 17435 4182 20974 16792 121 16410 261 256
ellipsoids-openmp 30 256 3593 21067 17474 4158 20942 16784 220 16199 365 256
ellipsoids-openmp 31 256 3593 21335 17742 4138 21117 16979 157 16525 297 256
ellipsoids-openmp 42 256 3597 21336 17739 4155 21129 16974 136 16574 264 256
ellipsoids-openmp 65 256 3629 21337 17708 4268 21193 16925 149 16491 285 256
ellipsoids-openmp 34 256 3594 21338 17744 4166 21137 16971 135 16586 250 256
ellipsoids-openmp 58 256 3626 21338 17712 4210 21231 17021 156 16593 272 256
ellipsoids-openmp 61 256 3627 21344 17717 4193 21195 17002 146 16595 261 256
ellipsoids-openmp 39 256 3596 21345 17749 4145 21233 17088 141 16702 245 256
ellipsoids-openmp 40 256 3596 21348 17752 4266 21288 17022 168 16512 342 256
ellipsoids-openmp 62 256 3627 21363 17736 4193 21271 17078 138 16746 194 256
ellipsoids-openmp 37 256 3595 21437 17842 4185 21368 17183 131 16777 275 256
ellipsoids-openmp 56 256 3625 21444 17819 4192 21361 17169 197 16695 277 256
ellipsoids-openmp 52 256 3623 21467 17844 4153 21350 17197 182 16746 269 256
ellipsoids-openmp 38 256 3596 21474 17878 4178 21399 17221 151 16809 261 256
ellipsoids-openmp 59 256 3626 21495 17869 4279 21424 17145 145 16736 264 256
ellipsoids-openmp 51 256 3623 21510 17887 4164 21404 17240 139 16812 289 256
ellipsoids-openmp 41 256 3597 21542 17945 4168 21390 17222 149 16823 250 256
ellipsoids-openmp 63 256 3628 21554 17926 4181 21456 17275 161 16877 237 256
ellipsoids-openmp 64 256 3628 21570 17942 4218 21502 17284 164 16869 251 256
ellipsoids-openmp 50 256 3622 21636 18014 4160 21522 17362 151 16953 258 256
ellipsoids-openmp 54 256 3624 21647 18023 4117 21485 17368 131 17017 220 256
ellipsoids-openmp 53 256 3624 21650 18026 4123 21504 17381 140 16989 252 256
ellipsoids-openmp 35 256 3595 21708 18113 4329 21715 17386 163 16937 286 256
ellipsoids-openmp 48 256 3621 21821 18200 4294 21785 17491 126 17054 311 256
ellipsoids-openmp 49 256 3622 21845 18223 4163 21744 17581 145 17160 276 256
ellipsoids-openmp 55 256 3625 21879 18254 4144 21749 17605 161 17214 230 256
ellipsoids-openmp 47 256 3621 21902 18281 4197 21776 17579 167 17094 318 256
ellipsoids-openmp 57 256 3625 21922 18297 4194 21803 17609 154 17185 270 256
ellipsoids-openmp 60 256 3627 22130 18503 4187 22032 17845 145 17472 228 256
ellipsoids-openmp 82 256 3641 22598 18957 4836 22427 17591 1034 16243 314 256
ellipsoids-openmp 76 256 3640 22665 19025 4773 22588 17815 948 16541 326 256
ellipsoids-openmp 68 256 3637 22711 19074 4706 22582 17876 928 16601 347 256
ellipsoids-openmp 85 256 3692 22735 19043 4801 22628 17827 1162 16344 321 256
ellipsoids-openmp 77 256 3640 22912 19272 4869 22861 17992 995 16620 377 256
ellipsoids-openmp 73 256 3639 23040 19401 4806 22914 18108 943 16803 362 256
ellipsoids-openmp 9 256 3636 23083 19447 4760 23011 18251 954 16941 356 256
mean-pack-ell 87 256 21718 23089 1371 21769 22961 1192 1030 20 142 256
ellipsoids-openmp 74 256 3639 23138 19499 4756 23030 18274 948 16961 365 256
ellipsoids-openmp 8 256 3636 23148 19512 4735 23014 18279 960 16981 338 256
ellipsoids-openmp 78 256 3640 23324 19684 4738 23221 18483 967 17181 335 256
ellipsoids-openmp 84 256 3688 23479 19791 4841 23401 18560 900 17302 358 256
ellipsoids-openmp 15 256 3631 23498 19867 4860 23414 18554 1001 17203 350 256
ellipsoids-openmp 71 256 3638 23506 19868 4844 23426 18582 964 17241 377 256
mean-pack-ell 88 256 22138 23514 1376 22223 23417 1194 1047 14 133 256
ellipsoids-openmp 70 256 3638 23674 20036 4715 23365 18650 980 17342 328 256
ellipsoids-openmp 69 256 3637 23679 20042 4824 23439 18615 993 17283 339 256
ellipsoids-openmp 66 256 3636 23680 20044 4850 23449 18599 998 17202 399 256
ellipsoids-openmp 19 256 3633 23681 20048 4783 23569 18786 966 17483 337 256
ellipsoids-openmp 79 256 3641 23681 20040 4821 23509 18688 963 17423 302 256
ellipsoids-openmp 7 256 3636 23682 20046 4777 23569 18792 924 17543 325 256
ellipsoids-openmp 23 256 3634 23706 20072 4807 23562 18755 954 17401 400 256
ellipsoids-openmp 22 256 3634 23714 20080 4858 23641 18783 960 17461 362 256
ellipsoids-openmp 24 256 3635 23727 20092 4749 23612 18863 941 17619 303 256
ellipsoids-openmp 83 256 3642 23775 20133 4766 23658 18892 1028 17502 362 256
ellipsoids-openmp 67 256 3637 23793 20156 4818 23656 18838 966 17543 329 256
ellipsoids-openmp 75 256 3639 23794 20155 4736 23655 18919 960 17660 299 256
ellipsoids-openmp 81 256 3641 23798 20157 4835 23708 18873 1109 17361 403 256
ellipsoids-openmp 11 256 3629 23802 20173 4847 23721 18874 980 17560 334 256
ellipsoids-openmp 10 256 3629 23808 20179 4778 23733 18955 1000 17581 374 256
ellipsoids-openmp 72 256 3638 23811 20173 4760 23702 18942 960 17663 319 256
ellipsoids-openmp 14 256 3631 23812 20181 4738 23707 18969 976 17641 352 256
ellipsoids-openmp 80 256 3641 24537 20896 4783 23802 19019 941 17741 337 256
