task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 21 1536 1999 5738 3739 2663 5685 3022 109 2717 196 sdbcs
ellipsoids-openmp 55 1536 1987 5756 3769 2566 5659 3093 119 2764 210 sdbcs
ellipsoids-openmp 52 1536 1987 5758 3771 2542 5630 3088 135 2751 202 sdbcs
ellipsoids-openmp 18 1536 1996 5781 3785 2559 5642 3083 114 2750 219 sdbcs
ellipsoids-openmp 51 1536 1983 5787 3804 2584 5719 3135 110 2809 216 sdbcs
ellipsoids-openmp 22 1536 1996 5789 3793 2548 5698 3150 110 2850 190 sdbcs
ellipsoids-openmp 83 1536 1991 5795 3804 2566 5683 3117 109 2710 298 sdbcs
ellipsoids-openmp 60 1536 1981 5799 3818 2528 5683 3155 112 2811 232 sdbcs
ellipsoids-openmp 58 1536 1986 5799 3813 2539 5665 3126 124 2829 173 sdbcs
ellipsoids-openmp 9 1536 1996 5806 3810 2647 5756 3109 111 2815 183 sdbcs
ellipsoids-openmp 61 1536 1986 5811 3825 2512 5668 3156 120 2856 180 sdbcs
ellipsoids-openmp 63 1536 1981 5819 3838 2566 5734 3168 115 2817 236 sdbcs
ellipsoids-openmp 62 1536 1985 5827 3842 2561 5728 3167 106 2865 196 sdbcs
ellipsoids-openmp 23 1536 1995 5832 3837 2568 5710 3142 116 2824 202 sdbcs
ellipsoids-openmp 47 1536 1985 5838 3853 2596 5766 3170 117 2883 170 sdbcs
ellipsoids-openmp 59 1536 1982 5841 3859 2591 5782 3191 119 2863 209 sdbcs
ellipsoids-openmp 76 1536 1992 5848 3856 2626 5797 3171 120 2866 185 sdbcs
ellipsoids-openmp 20 1536 1995 5849 3854 2536 5688 3152 112 2851 189 sdbcs
ellipsoids-openmp 13 1536 1997 5852 3855 2624 5770 3146 109 2860 177 sdbcs
ellipsoids-openmp 57 1536 1984 5855 3871 2594 5788 3194 119 2776 299 sdbcs
ellipsoids-openmp 25 1536 1995 5866 3871 2617 5786 3169 124 2834 211 sdbcs
ellipsoids-openmp 15 1536 1996 5874 3878 2624 5790 3166 108 2865 193 sdbcs
ellipsoids-openmp 6 1536 1999 5878 3879 2570 5738 3168 111 2835 222 sdbcs
ellipsoids-openmp 10 1536 1997 5883 3886 2713 5897 3184 124 2874 186 sdbcs
ellipsoids-openmp 16 1536 1995 5893 3898 2584 5783 3199 117 2907 175 sdbcs
ellipsoids-openmp 14 1536 1998 5902 3904 2639 5833 3194 122 2872 200 sdbcs
ellipsoids-openmp 11 1536 1998 5911 3913 2634 5827 3193 108 2924 161 sdbcs
