task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 6 512 5742 14728 8986 6928 15453 8525 119 8129 277 sdbws
ellipsoids-openmp 7 512 5743 14731 8988 6847 15520 8673 139 8339 195 sdbws
ellipsoids-openmp 17 512 5867 14854 8987 7064 15842 8778 393 8127 258 sdbws
mean-pack-ell 18 512 14738 15244 506 15888 16188 300 168 2 130 sdbws
mean-pack-ell 21 256 14867 16060 1193 16423 16871 448 235 17 196 sdbws
summary.js 22 512 16067 17291 1224 17212 17928 716 170 402 144 sdbws
generateData.js 1 1536 0 917 917 1450 1803 353 113 113 127 sdbws
createDat.js 3 1024 923 1832 909 2394 2793 399 106 165 128 sdbws
createDat.js 5 1024 927 1835 908 2320 2736 416 119 163 134 sdbws
createDat.js 2 1024 922 1846 924 2397 2818 421 110 163 148 sdbws
createDat.js 4 1024 923 1855 932 2427 2850 423 117 170 136 sdbws
ellipsoids-openmp 9 2560 1853 4284 2431 2986 5000 2014 127 1557 330 sdbws
ellipsoids-openmp 12 2560 1872 4285 2413 3059 5013 1954 118 1624 212 sdbws
ellipsoids-openmp 11 2048 1852 4658 2806 2980 5242 2262 129 1955 178 sdbws
ellipsoids-openmp 10 2048 1850 4660 2810 3037 5332 2295 117 1984 194 sdbws
ellipsoids-openmp 15 1536 1860 4779 2919 3018 5749 2731 130 2427 174 sdbws
ellipsoids-openmp 14 1536 1875 5276 3401 3037 6034 2997 113 2684 200 sdbws
ellipsoids-openmp 13 1536 1874 5278 3404 3098 6073 2975 116 2686 173 sdbws
ellipsoids-openmp 16 1536 1861 5279 3418 2991 6166 3175 109 2836 230 sdbws
mean-pack-ell 19 512 4666 5528 862 6000 6395 395 246 2 147 sdbws
mean-pack-ell 20 256 5282 6338 1056 6783 7198 415 257 3 155 sdbws
ellipsoids-openmp 8 1024 1870 6461 4591 3092 7464 4372 109 4058 205 sdbws
ellipsoids-openmp 7 512 1869 10638 8769 2951 11514 8563 128 8134 301 sdbws
ellipsoids-openmp 17 512 1864 10639 8775 3041 11626 8585 117 8211 257 sdbws
ellipsoids-openmp 6 512 1868 10896 9028 3076 11881 8805 109 8474 222 sdbws
mean-pack-ell 21 256 10645 11312 667 11861 12300 439 260 20 159 sdbws
mean-pack-ell 18 512 10904 11969 1065 12460 12769 309 172 7 130 sdbws
summary.js 22 512 11972 12994 1022 13191 13833 642 148 361 133 sdbws
generateData.js 1 1536 0 706 706 1236 1584 348 115 110 123 sdbws
createDat.js 3 1024 716 1486 770 1930 2336 406 111 173 122 sdbws
createDat.js 5 1024 721 1487 766 1904 2330 426 110 159 157 sdbws
createDat.js 4 1024 718 1487 769 1918 2345 427 136 165 126 sdbws
createDat.js 2 1024 713 1489 776 2001 2426 425 122 157 146 sdbws
ellipsoids-openmp 12 2560 1505 10831 9326 9755 11694 1939 122 1596 221 sdbws
ellipsoids-openmp 10 2048 1498 11297 9799 9738 12122 2384 112 2082 190 sdbws
ellipsoids-openmp 11 2048 1500 11299 9799 9759 12229 2470 144 2114 212 sdbws
ellipsoids-openmp 13 1536 1506 11912 10406 9689 12731 3042 122 2734 186 sdbws
ellipsoids-openmp 9 2560 1503 14983 13480 13999 15885 1886 115 1570 201 sdbws
mean-pack-ell 19 512 14985 16010 1025 16098 16445 347 172 45 130 sdbws
ellipsoids-openmp 15 1536 1504 16011 14507 14022 16878 2856 116 2535 205 sdbws
ellipsoids-openmp 16 1536 1504 16012 14508 13935 16903 2968 128 2624 216 sdbws
ellipsoids-openmp 14 1536 1506 16533 15027 14039 17323 3284 120 2961 203 sdbws
mean-pack-ell 20 256 16539 17338 799 17824 18240 416 246 12 158 sdbws
ellipsoids-openmp 8 1024 1518 17678 16160 14006 18605 4599 114 4300 185 sdbws
ellipsoids-openmp 17 512 1504 17725 16221 9779 18704 8925 109 8572 244 sdbws
mean-pack-ell 21 256 17732 19497 1765 19953 20333 380 209 19 152 sdbws
ellipsoids-openmp 6 512 1507 21639 20132 13986 22570 8584 110 8233 241 sdbws
ellipsoids-openmp 7 512 1515 29741 28226 21869 30647 8778 111 8459 208 sdbws
mean-pack-ell 18 512 29746 30447 701 30921 31250 329 168 12 149 sdbws
summary.js 22 512 30453 31472 1019 31631 32242 611 130 358 123 sdbws
generateData.js 1 1536 0 757 757 1400 1752 352 113 119 120 sdbws
createDat.js 3 1024 765 1544 779 1955 2361 406 120 170 116 sdbws
createDat.js 2 1024 763 1546 783 1961 2375 414 110 164 140 sdbws
createDat.js 5 1024 768 1547 779 1963 2398 435 122 186 127 sdbws
createDat.js 4 1024 765 1549 784 1991 2443 452 135 175 142 sdbws
ellipsoids-openmp 12 2560 1578 3892 2314 2757 4760 2003 116 1674 213 sdbws
ellipsoids-openmp 9 2560 1570 3893 2323 2808 4803 1995 126 1697 172 sdbws
ellipsoids-openmp 10 2048 1569 4193 2624 2773 5168 2395 110 2099 186 sdbws
ellipsoids-openmp 11 2048 1569 4231 2662 2735 5165 2430 112 2121 197 sdbws
mean-pack-ell 19 512 4237 4814 577 5399 5711 312 189 2 121 sdbws
ellipsoids-openmp 15 1536 1577 4818 3241 2742 5813 3071 120 2777 174 sdbws
ellipsoids-openmp 13 1536 1582 4896 3314 2842 5880 3038 118 2711 209 sdbws
ellipsoids-openmp 14 1536 1584 4939 3355 2836 5910 3074 118 2759 197 sdbws
ellipsoids-openmp 16 1536 1577 4955 3378 2695 5854 3159 115 2851 193 sdbws
mean-pack-ell 20 256 4945 5632 687 6127 6595 468 308 2 158 sdbws
ellipsoids-openmp 8 1024 1571 6356 4785 2742 7241 4499 110 4184 205 sdbws
ellipsoids-openmp 17 512 1578 10651 9073 2652 11404 8752 104 8409 239 sdbws
ellipsoids-openmp 6 512 1570 10654 9084 2728 11530 8802 114 8454 234 sdbws
ellipsoids-openmp 7 512 1570 10655 9085 2739 11606 8867 130 8553 184 sdbws
mean-pack-ell 18 512 10675 11470 795 11953 12255 302 169 3 130 sdbws
mean-pack-ell 21 256 10669 11472 803 11986 12392 406 221 9 176 sdbws
summary.js 22 512 11479 12697 1218 12660 13303 643 133 372 138 sdbws
