task id resource request_start request_end request_duration start end time downloaded executed uploaded type
generateData.js 1 512 0 1488 1488 263 941 678 129 389 160 sdbws
createDat.js 4 512 1499 2326 827 1621 2232 611 109 371 131 sdbws
createDat.js 5 512 1500 2382 882 1673 2296 623 106 372 145 sdbws
createDat.js 2 512 1494 2399 905 1604 2295 691 146 395 150 sdbws
createDat.js 3 256 1494 2879 1385 1697 2828 1131 154 767 210 sdbws
ellipsoids-openmp 11 1024 2463 7998 5535 3069 7657 4588 122 4238 228 sdbws
ellipsoids-openmp 79 512 2428 11706 9278 3050 11236 8186 123 7825 238 sdbws
ellipsoids-openmp 80 512 2428 11708 9280 3065 11269 8204 114 7872 218 sdbws
ellipsoids-openmp 74 512 2423 11708 9285 3064 11319 8255 120 7941 194 sdbws
ellipsoids-openmp 54 512 2352 11709 9357 2626 11322 8696 126 8306 264 sdbws
ellipsoids-openmp 67 512 2397 11709 9312 2936 11350 8414 137 8083 194 sdbws
ellipsoids-openmp 75 512 2423 11710 9287 3042 11373 8331 107 7974 250 sdbws
ellipsoids-openmp 77 512 2426 11710 9284 3046 11396 8350 121 8028 201 sdbws
ellipsoids-openmp 72 512 2420 11710 9290 3086 11448 8362 130 8028 204 sdbws
ellipsoids-openmp 69 512 2408 11711 9303 3055 11461 8406 117 8079 210 sdbws
ellipsoids-openmp 58 512 2354 11711 9357 2892 11466 8574 111 8259 204 sdbws
ellipsoids-openmp 30 512 2921 11712 8791 3322 11451 8129 124 7790 215 sdbws
ellipsoids-openmp 40 512 2924 11712 8788 3110 11471 8361 137 7999 225 sdbws
ellipsoids-openmp 66 512 2396 11712 9316 3045 11501 8456 125 8114 217 sdbws
ellipsoids-openmp 46 512 2346 11713 9367 2581 11514 8933 116 8561 256 sdbws
ellipsoids-openmp 76 512 2424 11713 9289 3057 11518 8461 127 8108 226 sdbws
ellipsoids-openmp 78 512 2427 11714 9287 3058 11538 8480 115 8138 227 sdbws
ellipsoids-openmp 71 512 2420 11714 9294 3048 11583 8535 136 8171 228 sdbws
ellipsoids-openmp 85 512 2432 11737 9305 3051 11577 8526 130 8177 219 sdbws
ellipsoids-openmp 39 512 2923 11738 8815 3327 11588 8261 125 7896 240 sdbws
ellipsoids-openmp 33 512 2922 11739 8817 3341 11619 8278 145 7896 237 sdbws
ellipsoids-openmp 68 512 2398 11739 9341 3037 11634 8597 121 8240 236 sdbws
ellipsoids-openmp 84 512 2432 11740 9308 3061 11136 8075 121 7750 204 sdbws
ellipsoids-openmp 48 512 2349 11740 9391 3095 11653 8558 169 8156 233 sdbws
ellipsoids-openmp 36 512 2922 11770 8848 3355 11701 8346 108 8003 235 sdbws
ellipsoids-openmp 32 512 2921 11791 8870 3333 11713 8380 111 8057 212 sdbws
ellipsoids-openmp 82 512 2430 11812 9382 3054 11717 8663 116 8296 251 sdbws
ellipsoids-openmp 70 512 2412 11815 9403 3035 11717 8682 114 8335 233 sdbws
ellipsoids-openmp 51 512 2351 11817 9466 2870 11725 8855 112 8531 212 sdbws
ellipsoids-openmp 83 512 2430 11818 9388 3062 11726 8664 121 8284 259 sdbws
ellipsoids-openmp 59 512 2354 11827 9473 2640 11742 9102 113 8754 235 sdbws
ellipsoids-openmp 24 512 2469 11828 9359 3077 11738 8661 108 8321 232 sdbws
ellipsoids-openmp 27 512 2919 11831 8912 3314 11751 8437 161 8086 190 sdbws
ellipsoids-openmp 81 512 2429 11833 9404 3071 11761 8690 121 8334 235 sdbws
ellipsoids-openmp 45 512 2940 11864 8924 3338 11766 8428 122 8084 222 sdbws
ellipsoids-openmp 52 512 2351 11879 9528 2846 11789 8943 118 8589 236 sdbws
ellipsoids-openmp 56 512 2353 11882 9529 2864 11782 8918 149 8559 210 sdbws
ellipsoids-openmp 37 512 2923 11884 8961 3600 11809 8209 122 7854 233 sdbws
ellipsoids-openmp 49 512 2350 11895 9545 2571 11814 9243 110 8829 304 sdbws
ellipsoids-openmp 18 512 2466 11900 9434 3066 11800 8734 112 8431 191 sdbws
ellipsoids-openmp 62 512 2355 11918 9563 2901 11849 8948 124 8610 214 sdbws
ellipsoids-openmp 53 512 2351 11936 9585 2849 11846 8997 145 8649 203 sdbws
ellipsoids-openmp 65 512 2375 11938 9563 2899 11860 8961 119 8636 206 sdbws
ellipsoids-openmp 21 512 2468 11939 9471 3074 11847 8773 108 8458 207 sdbws
ellipsoids-openmp 50 512 2350 11962 9612 2569 11866 9297 109 8876 312 sdbws
ellipsoids-openmp 63 512 2356 11973 9617 2902 11901 8999 173 8595 231 sdbws
ellipsoids-openmp 73 512 2421 11974 9553 3054 11894 8840 117 8490 233 sdbws
ellipsoids-openmp 16 512 2465 11978 9513 3080 11889 8809 127 8425 257 sdbws
ellipsoids-openmp 20 512 2467 11989 9522 3084 11893 8809 138 8458 213 sdbws
ellipsoids-openmp 19 512 2467 11997 9530 3104 11930 8826 112 8453 261 sdbws
ellipsoids-openmp 13 512 2463 12003 9540 3050 11901 8851 113 8557 181 sdbws
ellipsoids-openmp 22 512 2468 12007 9539 3102 11940 8838 117 8427 294 sdbws
ellipsoids-openmp 34 512 2922 12008 9086 3330 11923 8593 121 8250 222 sdbws
ellipsoids-openmp 55 512 2352 12020 9668 2618 11926 9308 123 8976 209 sdbws
ellipsoids-openmp 23 512 2469 12036 9567 3100 11960 8860 109 8460 291 sdbws
ellipsoids-openmp 47 512 2349 12044 9695 2552 11943 9391 117 8674 600 sdbws
ellipsoids-openmp 60 512 2355 12058 9703 2664 11980 9316 131 8954 231 sdbws
ellipsoids-openmp 29 512 2920 12061 9141 3310 11956 8646 121 8267 258 sdbws
ellipsoids-openmp 17 512 2466 12071 9605 3082 11973 8891 143 8516 232 sdbws
ellipsoids-openmp 14 512 2464 12109 9645 3064 12019 8955 109 8624 222 sdbws
ellipsoids-openmp 10 512 2462 12123 9661 3056 12024 8968 132 8598 238 sdbws
ellipsoids-openmp 64 512 2356 12130 9774 2877 12033 9156 130 8805 221 sdbws
ellipsoids-openmp 41 512 2924 12140 9216 3336 12048 8712 121 8371 220 sdbws
ellipsoids-openmp 15 512 2464 12156 9692 3097 12070 8973 112 8634 227 sdbws
ellipsoids-openmp 57 512 2353 12159 9806 2887 12088 9201 112 8839 250 sdbws
ellipsoids-openmp 8 512 2491 12185 9694 3314 12100 8786 112 8435 239 sdbws
ellipsoids-openmp 6 512 2470 12193 9723 3092 12108 9016 119 8697 200 sdbws
ellipsoids-openmp 25 512 2469 12236 9767 3100 12111 9011 123 8658 230 sdbws
ellipsoids-openmp 35 512 2922 12262 9340 3594 12145 8551 127 8228 196 sdbws
ellipsoids-openmp 7 512 2491 12267 9776 3306 12172 8866 110 8537 219 sdbws
ellipsoids-openmp 9 512 2494 12275 9781 3315 12188 8873 123 8514 236 sdbws
ellipsoids-openmp 28 512 2920 12313 9393 3311 12226 8915 119 8568 228 sdbws
ellipsoids-openmp 61 512 2355 12377 10022 2897 12308 9411 134 9053 224 sdbws
ellipsoids-openmp 43 512 2924 12471 9547 3359 12390 9031 124 8697 210 sdbws
ellipsoids-openmp 38 512 2923 12505 9582 3576 12422 8846 120 8513 213 sdbws
ellipsoids-openmp 44 512 2925 12846 9921 3379 12721 9342 122 8976 244 sdbws
ellipsoids-openmp 42 512 2924 12872 9948 3340 12776 9436 134 9067 235 sdbws
ellipsoids-openmp 12 512 2463 12940 10477 3071 12857 9786 115 8742 929 sdbws
ellipsoids-openmp 26 512 2919 13347 10428 3310 13234 9924 170 9548 206 sdbws
mean-pack-ell 89 256 11980 13401 1421 12121 13351 1230 1035 21 174 sdbws
mean-pack-ell 88 256 12387 13779 1392 12466 13643 1177 1026 3 148 sdbws
ellipsoids-openmp 31 512 2921 14385 11464 3302 14026 10724 106 10387 231 sdbws
mean-pack-ell 86 256 12944 14386 1442 13035 14264 1229 1073 21 135 sdbws
mean-pack-ell 87 256 14392 15975 1583 14469 15861 1392 1219 21 152 sdbws
summary.js 90 256 15981 17451 1470 16048 17300 1252 276 854 122 sdbws
generateData.js 1 512 0 1113 1113 346 943 597 107 350 140 sdbws
createDat.js 2 512 1119 1995 876 1223 1862 639 125 354 160 sdbws
createDat.js 4 512 1120 2183 1063 1448 2072 624 108 380 136 sdbws
createDat.js 5 512 1124 2294 1170 1480 2205 725 172 414 139 sdbws
createDat.js 3 256 1120 2425 1305 1224 2309 1085 123 768 194 sdbws
ellipsoids-openmp 11 1024 2016 7087 5071 2184 6996 4812 125 4480 207 sdbws
ellipsoids-openmp 54 512 2201 11219 9018 2593 10869 8276 110 7931 235 sdbws
ellipsoids-openmp 64 512 2221 11228 9007 2609 11029 8420 118 8041 261 sdbws
ellipsoids-openmp 60 512 2205 11230 9025 2605 11078 8473 119 8154 200 sdbws
ellipsoids-openmp 56 512 2203 11231 9028 2592 11118 8526 104 8188 234 sdbws
ellipsoids-openmp 47 512 2198 11253 9055 2558 11145 8587 114 8271 202 sdbws
ellipsoids-openmp 58 512 2204 11299 9095 2618 11227 8609 108 8268 233 sdbws
ellipsoids-openmp 63 512 2221 11380 9159 2626 11304 8678 117 8360 201 sdbws
ellipsoids-openmp 75 512 2311 11392 9081 2694 11317 8623 107 8280 236 sdbws
ellipsoids-openmp 52 512 2200 11418 9218 2611 11334 8723 112 8367 244 sdbws
ellipsoids-openmp 74 512 2311 11419 9108 2692 11341 8649 140 8308 201 sdbws
ellipsoids-openmp 59 512 2205 11420 9215 2584 11316 8732 116 8402 214 sdbws
ellipsoids-openmp 49 512 2199 11456 9257 2589 11372 8783 109 8437 237 sdbws
ellipsoids-openmp 53 512 2201 11457 9256 2583 11304 8721 114 8408 199 sdbws
ellipsoids-openmp 28 512 2439 11474 9035 2590 11378 8788 113 8422 253 sdbws
ellipsoids-openmp 51 512 2200 11484 9284 2572 11386 8814 116 8461 237 sdbws
ellipsoids-openmp 82 512 2314 11488 9174 2665 11390 8725 114 8375 236 sdbws
ellipsoids-openmp 62 512 2206 11492 9286 2602 11397 8795 119 8459 217 sdbws
ellipsoids-openmp 45 512 2460 11503 9043 2866 11415 8549 116 8231 202 sdbws
ellipsoids-openmp 65 512 2223 11532 9309 2626 11465 8839 107 8466 266 sdbws
ellipsoids-openmp 46 512 2198 11540 9342 2565 11442 8877 107 8575 195 sdbws
ellipsoids-openmp 84 512 2315 11542 9227 2680 11451 8771 117 8383 271 sdbws
ellipsoids-openmp 81 512 2313 11587 9274 2671 11483 8812 123 8463 226 sdbws
ellipsoids-openmp 61 512 2205 11594 9389 2613 11509 8896 112 8562 222 sdbws
ellipsoids-openmp 80 512 2313 11598 9285 2684 11516 8832 142 8507 183 sdbws
ellipsoids-openmp 67 512 2308 11601 9293 2670 11517 8847 108 8510 229 sdbws
ellipsoids-openmp 85 512 2330 11613 9283 2678 11515 8837 105 8503 229 sdbws
ellipsoids-openmp 32 512 2440 11679 9239 2842 11547 8705 146 8340 219 sdbws
ellipsoids-openmp 27 512 2439 11686 9247 2826 11610 8784 111 8469 204 sdbws
